Date,Year,Month,WaterYear,TWtrTriquet_north_sgrassQ_level,TWtrTriquet_north_sgrassQ_flags,TWtrTriquet_north_sgrassUNESCO_Q_level,TWtrTriquet_north_sgrass,TWtrTriquet_north_sgrassMed,TWtrTriquet_north_sgrassAvg,TWtrTriquet_north_sgrassMin,TWtrTriquet_north_sgrassMax
2021-02-01,2021,Feb,2020-2021,1,,9,,,,,
2021-02-02,2021,Feb,2020-2021,1,,9,,,,,
2021-02-03,2021,Feb,2020-2021,1,,9,,,,,
2021-02-04,2021,Feb,2020-2021,1,,9,,,,,
2021-02-05,2021,Feb,2020-2021,1,,9,,,,,
2021-02-06,2021,Feb,2020-2021,1,,9,,,,,
2021-02-07,2021,Feb,2020-2021,1,,9,,,,,
2021-02-08,2021,Feb,2020-2021,1,,9,,,,,
2021-02-09,2021,Feb,2020-2021,1,,9,,,,,
2021-02-10,2021,Feb,2020-2021,1,,9,,,,,
2021-02-11,2021,Feb,2020-2021,1,,9,,,,,
2021-02-12,2021,Feb,2020-2021,1,,9,,,,,
2021-02-13,2021,Feb,2020-2021,1,,9,,,,,
2021-02-14,2021,Feb,2020-2021,1,,9,,,,,
2021-02-15,2021,Feb,2020-2021,1,,9,,,,,
2021-02-16,2021,Feb,2020-2021,1,,9,,,,,
2021-02-17,2021,Feb,2020-2021,1,,9,,,,,
2021-02-18,2021,Feb,2020-2021,1,,9,,,,,
2021-02-19,2021,Feb,2020-2021,1,,9,,,,,
2021-02-20,2021,Feb,2020-2021,1,,9,,,,,
2021-02-21,2021,Feb,2020-2021,1,,9,,,,,
2021-02-22,2021,Feb,2020-2021,1,,9,,,,,
2021-02-23,2021,Feb,2020-2021,1,,9,,,,,
2021-02-24,2021,Feb,2020-2021,1,,9,,,,,
2021-02-25,2021,Feb,2020-2021,1,,9,,,,,
2021-02-26,2021,Feb,2020-2021,1,,9,,,,,
2021-02-27,2021,Feb,2020-2021,1,,9,,,,,
2021-02-28,2021,Feb,2020-2021,1,,9,,,,,
2021-03-01,2021,Mar,2020-2021,1,,9,,,,,
2021-03-02,2021,Mar,2020-2021,1,,9,,,,,
2021-03-03,2021,Mar,2020-2021,1,,9,,,,,
2021-03-04,2021,Mar,2020-2021,1,,9,,,,,
2021-03-05,2021,Mar,2020-2021,1,,9,,,,,
2021-03-06,2021,Mar,2020-2021,1,,9,,,,,
2021-03-07,2021,Mar,2020-2021,1,,9,,,,,
2021-03-08,2021,Mar,2020-2021,1,,9,,,,,
2021-03-09,2021,Mar,2020-2021,1,,9,,,,,
2021-03-10,2021,Mar,2020-2021,1,,9,,,,,
2021-03-11,2021,Mar,2020-2021,1,,9,,,,,
2021-03-12,2021,Mar,2020-2021,1,,9,,,,,
2021-03-13,2021,Mar,2020-2021,1,,9,,,,,
2021-03-14,2021,Mar,2020-2021,1,,9,,,,,
2021-03-15,2021,Mar,2020-2021,1,,9,,,,,
2021-03-16,2021,Mar,2020-2021,1,,9,,,,,
2021-03-17,2021,Mar,2020-2021,1,,9,,,,,
2021-03-18,2021,Mar,2020-2021,1,,9,,,,,
2021-03-19,2021,Mar,2020-2021,1,,9,,,,,
2021-03-20,2021,Mar,2020-2021,1,,9,,,,,
2021-03-21,2021,Mar,2020-2021,1,,9,,,,,
2021-03-22,2021,Mar,2020-2021,1,,9,,,,,
2021-03-23,2021,Mar,2020-2021,1,,9,,,,,
2021-03-24,2021,Mar,2020-2021,1,,9,,,,,
2021-03-25,2021,Mar,2020-2021,1,,9,,,,,
2021-03-26,2021,Mar,2020-2021,1,,9,,,,,
2021-03-27,2021,Mar,2020-2021,1,,9,,,,,
2021-03-28,2021,Mar,2020-2021,1,,9,,,,,
2021-03-29,2021,Mar,2020-2021,1,,9,,,,,
2021-03-30,2021,Mar,2020-2021,1,,9,,,,,
2021-03-31,2021,Mar,2020-2021,1,,9,,,,,
2021-04-01,2021,Apr,2020-2021,1,,9,,,,,
2021-04-02,2021,Apr,2020-2021,1,,9,,,,,
2021-04-03,2021,Apr,2020-2021,1,,9,,,,,
2021-04-04,2021,Apr,2020-2021,1,,9,,,,,
2021-04-05,2021,Apr,2020-2021,1,,9,,,,,
2021-04-06,2021,Apr,2020-2021,1,,9,,,,,
2021-04-07,2021,Apr,2020-2021,1,,9,,,,,
2021-04-08,2021,Apr,2020-2021,1,,9,,,,,
2021-04-09,2021,Apr,2020-2021,1,,9,,,,,
2021-04-10,2021,Apr,2020-2021,1,,9,,,,,
2021-04-11,2021,Apr,2020-2021,1,,9,,,,,
2021-04-12,2021,Apr,2020-2021,1,,9,,,,,
2021-04-13,2021,Apr,2020-2021,1,,9,,,,,
2021-04-14,2021,Apr,2020-2021,1,,9,,,,,
2021-04-15,2021,Apr,2020-2021,1,,9,,,,,
2021-04-16,2021,Apr,2020-2021,1,,9,,,,,
2021-04-17,2021,Apr,2020-2021,1,,9,,,,,
2021-04-18,2021,Apr,2020-2021,1,,9,,,,,
2021-04-19,2021,Apr,2020-2021,1,,9,,,,,
2021-04-20,2021,Apr,2020-2021,1,,9,,,,,
2021-04-21,2021,Apr,2020-2021,1,,9,,,,,
2021-04-22,2021,Apr,2020-2021,1,,9,,,,,
2021-04-23,2021,Apr,2020-2021,1,,9,,,,,
2021-04-24,2021,Apr,2020-2021,1,,9,,,,,
2021-04-25,2021,Apr,2020-2021,1,,9,,,,,
2021-04-26,2021,Apr,2020-2021,1,,9,,,,,
2021-04-27,2021,Apr,2020-2021,1,,9,,,,,
2021-04-28,2021,Apr,2020-2021,1,,9,,,,,
2021-04-29,2021,Apr,2020-2021,1,,9,,,,,
2021-04-30,2021,Apr,2020-2021,1,,9,,,,,
2021-05-01,2021,May,2020-2021,1,,9,,,,,
2021-05-02,2021,May,2020-2021,1,,9,,,,,
2021-05-03,2021,May,2020-2021,1,,9,,,,,
2021-05-04,2021,May,2020-2021,1,,9,,,,,
2021-05-05,2021,May,2020-2021,1,,9,,,,,
2021-05-06,2021,May,2020-2021,1,,9,,,,,
2021-05-07,2021,May,2020-2021,1,,9,,,,,
2021-05-08,2021,May,2020-2021,1,,9,,,,,
2021-05-09,2021,May,2020-2021,1,,9,,,,,
2021-05-10,2021,May,2020-2021,1,,9,,,,,
2021-05-11,2021,May,2020-2021,1,,9,,,,,
2021-05-12,2021,May,2020-2021,1,,9,,,,,
2021-05-13,2021,May,2020-2021,1,,9,,,,,
2021-05-14,2021,May,2020-2021,1,,9,,,,,
2021-05-15,2021,May,2020-2021,1,,9,,,,,
2021-05-16,2021,May,2020-2021,1,,9,,,,,
2021-05-17,2021,May,2020-2021,1,,9,,,,,
2021-05-18,2021,May,2020-2021,1,,9,,,,,
2021-05-19,2021,May,2020-2021,1,,9,,,,,
2021-05-20,2021,May,2020-2021,1,,9,,,,,
2021-05-21,2021,May,2020-2021,1,,9,,,,,
2021-05-22,2021,May,2020-2021,1,,9,,,,,
2021-05-23,2021,May,2020-2021,1,,9,,,,,
2021-05-24,2021,May,2020-2021,1,,9,,,,,
2021-05-25,2021,May,2020-2021,1,,9,,,,,
2021-05-26,2021,May,2020-2021,1,,9,,,,,
2021-05-27,2021,May,2020-2021,1,,9,,,,,
2021-05-28,2021,May,2020-2021,1,,9,,,,,
2021-05-29,2021,May,2020-2021,1,,9,,,,,
2021-05-30,2021,May,2020-2021,1,,9,,,,,
2021-05-31,2021,May,2020-2021,1,,9,,,,,
2021-06-01,2021,Jun,2020-2021,1,,9,,,,,
2021-06-02,2021,Jun,2020-2021,1,,9,,,,,
2021-06-03,2021,Jun,2020-2021,1,,9,,,,,
2021-06-04,2021,Jun,2020-2021,1,,9,,,,,
2021-06-05,2021,Jun,2020-2021,1,,9,,,,,
2021-06-06,2021,Jun,2020-2021,1,,9,,,,,
2021-06-07,2021,Jun,2020-2021,1,,9,,,,,
2021-06-08,2021,Jun,2020-2021,1,,9,,,,,
2021-06-09,2021,Jun,2020-2021,1,,9,,,,,
2021-06-10,2021,Jun,2020-2021,1,,9,,,,,
2021-06-11,2021,Jun,2020-2021,1,,9,,,,,
2021-06-12,2021,Jun,2020-2021,1,,9,,,,,
2021-06-13,2021,Jun,2020-2021,1,,9,,,,,
2021-06-14,2021,Jun,2020-2021,1,,9,,,,,
2021-06-15,2021,Jun,2020-2021,1,,9,,,,,
2021-06-16,2021,Jun,2020-2021,1,,9,,,,,
2021-06-17,2021,Jun,2020-2021,1,,9,,,,,
2021-06-18,2021,Jun,2020-2021,1,,9,,,,,
2021-06-19,2021,Jun,2020-2021,1,,9,,,,,
2021-06-20,2021,Jun,2020-2021,1,,9,,,,,
2021-06-21,2021,Jun,2020-2021,1,,9,,,,,
2021-06-22,2021,Jun,2020-2021,1,,9,,,,,
2021-06-23,2021,Jun,2020-2021,1,,9,,,,,
2021-06-24,2021,Jun,2020-2021,1,,9,,,,,
2021-06-25,2021,Jun,2020-2021,1,,9,,,,,
2021-06-26,2021,Jun,2020-2021,1,,9,,,,,
2021-06-27,2021,Jun,2020-2021,1,,9,,,,,
2021-06-28,2021,Jun,2020-2021,1,,9,,,,,
2021-06-29,2021,Jun,2020-2021,1,,9,,,,,
2021-06-30,2021,Jun,2020-2021,1,,9,,,,,
2021-07-01,2021,Jul,2020-2021,1,,9,,,,,
2021-07-02,2021,Jul,2020-2021,1,,9,,,,,
2021-07-03,2021,Jul,2020-2021,1,,9,,,,,
2021-07-04,2021,Jul,2020-2021,1,,9,,,,,
2021-07-05,2021,Jul,2020-2021,1,,9,,,,,
2021-07-06,2021,Jul,2020-2021,1,,9,,,,,
2021-07-07,2021,Jul,2020-2021,1,,9,,,,,
2021-07-08,2021,Jul,2020-2021,1,,9,,,,,
2021-07-09,2021,Jul,2020-2021,1,,9,,,,,
2021-07-10,2021,Jul,2020-2021,1,,9,,,,,
2021-07-11,2021,Jul,2020-2021,1,,9,,,,,
2021-07-12,2021,Jul,2020-2021,1,,9,,,,,
2021-07-13,2021,Jul,2020-2021,1,,9,,,,,
2021-07-14,2021,Jul,2020-2021,1,,9,,,,,
2021-07-15,2021,Jul,2020-2021,1,,9,,,,,
2021-07-16,2021,Jul,2020-2021,1,,9,,,,,
2021-07-17,2021,Jul,2020-2021,1,,9,,,,,
2021-07-18,2021,Jul,2020-2021,1,,9,,,,,
2021-07-19,2021,Jul,2020-2021,1,,9,,,,,
2021-07-20,2021,Jul,2020-2021,1,,9,,,,,
2021-07-21,2021,Jul,2020-2021,1,,9,,,,,
2021-07-22,2021,Jul,2020-2021,1,,9,,,,,
2021-07-23,2021,Jul,2020-2021,1,,9,,,,,
2021-07-24,2021,Jul,2020-2021,1,,9,,,,,
2021-07-25,2021,Jul,2020-2021,1,,9,,,,,
2021-07-26,2021,Jul,2020-2021,1,,9,,,,,
2021-07-27,2021,Jul,2020-2021,1,,9,,,,,
2021-07-28,2021,Jul,2020-2021,1,,9,,,,,
2021-07-29,2021,Jul,2020-2021,1,,9,,,,,
2021-07-30,2021,Jul,2020-2021,1,,9,,,,,
2021-07-31,2021,Jul,2020-2021,1,,9,,,,,
2021-08-01,2021,Aug,2020-2021,1,,9,,,,,
2021-08-02,2021,Aug,2020-2021,1,,9,,,,,
2021-08-03,2021,Aug,2020-2021,1,,9,,,,,
2021-08-04,2021,Aug,2020-2021,1,,9,,,,,
2021-08-05,2021,Aug,2020-2021,1,,9,,,,,
2021-08-06,2021,Aug,2020-2021,1,,9,,,,,
2021-08-07,2021,Aug,2020-2021,1,,9,,,,,
2021-08-08,2021,Aug,2020-2021,1,,9,,,,,
2021-08-09,2021,Aug,2020-2021,1,,9,,,,,
2021-08-10,2021,Aug,2020-2021,1,,9,,,,,
2021-08-11,2021,Aug,2020-2021,1,,9,,,,,
2021-08-12,2021,Aug,2020-2021,1,,9,,,,,
2021-08-13,2021,Aug,2020-2021,1,"MV:14 of 24 missing:1 of 24 flagged",3,15.187,14.964,14.9885,14.709,15.378
2021-08-14,2021,Aug,2020-2021,1,,2,14.996,14.7725416666667,14.80815625,14.134,15.378
2021-08-15,2021,Aug,2020-2021,1,,2,14.325,14.832,14.80115625,13.846,15.282
2021-08-16,2021,Aug,2020-2021,1,,2,13.846,14.01,14.10065625,13.75,15.091
2021-08-17,2021,Aug,2020-2021,1,,2,12.98,12.7905416666667,12.8376041666667,12.11,13.942
2021-08-18,2021,Aug,2020-2021,1,,2,13.269,12.8992916666667,12.93790625,12.11,14.325
2021-08-19,2021,Aug,2020-2021,1,,2,12.401,13.04,12.9401458333333,12.013,13.846
2021-08-20,2021,Aug,2020-2021,1,,2,12.013,12.6500416666667,12.5790833333333,11.722,13.654
2021-08-21,2021,Aug,2020-2021,1,,2,12.304,12.2230416666667,12.26209375,11.528,13.076
2021-08-22,2021,Aug,2020-2021,1,,2,11.528,12.0655416666667,11.919875,11.041,12.69
2021-08-23,2021,Aug,2020-2021,1,,2,11.819,12.013,12.0361770833333,11.528,12.594
2021-08-24,2021,Aug,2020-2021,1,,2,11.236,11.819,11.7987604166667,11.236,12.401
2021-08-25,2021,Aug,2020-2021,1,,2,11.625,11.8675,11.7541145833333,10.944,12.207
2021-08-26,2021,Aug,2020-2021,1,,2,12.594,12.1665833333333,12.10365625,11.236,12.69
2021-08-27,2021,Aug,2020-2021,1,,2,13.269,12.598,12.6025520833333,11.916,13.269
2021-08-28,2021,Aug,2020-2021,1,,2,13.365,13.341,13.363875,12.594,13.942
2021-08-29,2021,Aug,2020-2021,1,,2,13.75,13.682,13.7319895833333,13.3971666666667,14.038
2021-08-30,2021,Aug,2020-2021,1,,2,14.038,13.83,13.8109791666667,13.461,14.134
2021-08-31,2021,Aug,2020-2021,1,,2,14.038,13.417,13.4271458333333,12.69,14.038
2021-09-01,2021,Sep,2020-2021,1,,2,13.846,13.734,13.6556666666667,12.98,14.325
2021-09-02,2021,Sep,2020-2021,1,,2,13.558,13.562,13.6165208333333,13.076,14.325
2021-09-03,2021,Sep,2020-2021,1,,2,13.75,13.5135,13.5355,13.076,14.038
2021-09-04,2021,Sep,2020-2021,1,,2,13.558,13.558,13.555625,13.365,13.75
2021-09-05,2021,Sep,2020-2021,1,,2,13.654,13.562,13.6008333333333,13.461,13.942
2021-09-06,2021,Sep,2020-2021,1,,2,13.461,13.742,13.6838854166667,13.461,13.942
2021-09-07,2021,Sep,2020-2021,1,,2,13.461,13.626,13.6477916666667,13.365,13.942
2021-09-08,2021,Sep,2020-2021,1,,2,13.269,13.453,13.4512708333333,13.269,13.75
2021-09-09,2021,Sep,2020-2021,1,,2,13.269,13.365,13.3430625,13.076,13.654
2021-09-10,2021,Sep,2020-2021,1,,2,13.173,13.173,13.1375833333333,12.883,13.269
2021-09-11,2021,Sep,2020-2021,1,,2,13.173,13.1447083333333,13.1264791666667,12.883,13.365
2021-09-12,2021,Sep,2020-2021,1,,2,13.173,13.1245,13.1205416666667,12.98,13.269
2021-09-13,2021,Sep,2020-2021,1,,2,12.98,13.076,13.0621770833333,12.883,13.269
2021-09-14,2021,Sep,2020-2021,1,,2,12.98,12.98,13.0320416666667,12.787,13.365
2021-09-15,2021,Sep,2020-2021,1,,2,13.365,13.1285416666667,13.1224479166667,12.883,13.558
2021-09-16,2021,Sep,2020-2021,1,,2,13.076,13.173,13.1556354166667,13.076,13.365
2021-09-17,2021,Sep,2020-2021,1,,2,12.98,12.98,12.995,12.98,13.076
2021-09-18,2021,Sep,2020-2021,1,,2,12.883,12.883,12.8941145833333,12.883,12.98
2021-09-19,2021,Sep,2020-2021,1,,2,12.883,12.883,12.90125,12.787,13.076
2021-09-20,2021,Sep,2020-2021,1,,2,12.787,12.883,12.8860625,12.787,12.98
2021-09-21,2021,Sep,2020-2021,1,,2,12.401,12.5899583333333,12.6158125,12.401,12.883
2021-09-22,2021,Sep,2020-2021,1,,2,12.497,12.497,12.4900625,12.11,12.883
2021-09-23,2021,Sep,2020-2021,1,,2,12.497,12.5010416666667,12.5213541666667,12.207,12.69
2021-09-24,2021,Sep,2020-2021,1,,2,12.497,12.493,12.4671458333333,12.401,12.594
2021-09-25,2021,Sep,2020-2021,1,,2,12.304,12.401,12.3806145833333,12.207,12.497
2021-09-26,2021,Sep,2020-2021,1,,2,12.11,12.11,12.1443541666667,12.013,12.304
2021-09-27,2021,Sep,2020-2021,1,,2,11.916,12.013,11.9786458333333,11.819,12.11
2021-09-28,2021,Sep,2020-2021,1,,2,11.916,11.819,11.8452708333333,11.722,11.916
2021-09-29,2021,Sep,2020-2021,1,,2,11.722,11.819,11.8291041666667,11.722,11.916
2021-09-30,2021,Sep,2020-2021,1,,2,11.819,11.722,11.74321875,11.722,11.819
2021-10-01,2021,Oct,2021-2022,1,,2,11.625,11.722,11.7321041666667,11.625,11.819
2021-10-02,2021,Oct,2021-2022,1,,2,11.528,11.625,11.6017604166667,11.528,11.722
2021-10-03,2021,Oct,2021-2022,1,,2,11.528,11.528,11.5623541666667,11.528,11.625
2021-10-04,2021,Oct,2021-2022,1,,2,11.431,11.4390833333333,11.4582604166667,11.236,11.528
2021-10-05,2021,Oct,2021-2022,1,,2,11.236,11.236,11.25659375,11.139,11.431
2021-10-06,2021,Oct,2021-2022,1,,2,11.041,11.041,11.0533854166667,10.846,11.334
2021-10-07,2021,Oct,2021-2022,1,,2,10.846,10.9641666666667,10.9658854166667,10.748,11.236
2021-10-08,2021,Oct,2021-2022,1,,2,10.846,10.846,10.8541458333333,10.748,11.041
2021-10-09,2021,Oct,2021-2022,1,,2,10.944,10.944,10.9202708333333,10.748,11.041
2021-10-10,2021,Oct,2021-2022,1,,2,11.139,10.9480416666667,10.95990625,10.748,11.139
2021-10-11,2021,Oct,2021-2022,1,,2,11.041,11.041,11.0524375,10.944,11.139
2021-10-12,2021,Oct,2021-2022,1,,2,10.748,10.748,10.8263854166667,10.651,11.139
2021-10-13,2021,Oct,2021-2022,1,,2,10.651,10.707625,10.7168229166667,10.553,10.846
2021-10-14,2021,Oct,2021-2022,1,,2,10.651,10.651,10.6548958333333,10.553,10.748
2021-10-15,2021,Oct,2021-2022,1,,2,10.651,10.651,10.7179583333333,10.651,10.944
2021-10-16,2021,Oct,2021-2022,1,,2,10.846,10.846,10.8113229166667,10.651,10.846
2021-10-17,2021,Oct,2021-2022,1,,2,10.651,10.651,10.58346875,10.259,10.8296666666667
2021-10-18,2021,Oct,2021-2022,1,,2,10.357,10.3529166666667,10.3539375,10.063,10.651
2021-10-19,2021,Oct,2021-2022,1,,2,10.455,10.357,10.3151458333333,9.965,10.553
2021-10-20,2021,Oct,2021-2022,1,,2,10.161,10.357,10.3314791666667,10.063,10.553
2021-10-21,2021,Oct,2021-2022,1,,2,10.357,10.259,10.240625,10.161,10.455
2021-10-22,2021,Oct,2021-2022,1,,2,10.357,10.357,10.39375,10.357,10.455
2021-10-23,2021,Oct,2021-2022,1,,2,10.553,10.357,10.3835416666667,10.259,10.553
2021-10-24,2021,Oct,2021-2022,1,,2,10.357,10.357,10.4019166666667,10.259,10.553
2021-10-25,2021,Oct,2021-2022,1,,2,10.063,10.063,10.0966875,9.965,10.357
2021-10-26,2021,Oct,2021-2022,1,,2,10.063,10.063,10.0915833333333,9.965,10.161
2021-10-27,2021,Oct,2021-2022,1,,2,10.259,10.259,10.2671666666667,10.063,10.357
2021-10-28,2021,Oct,2021-2022,1,,2,9.965,10.161,10.1640208333333,9.866,10.259
2021-10-29,2021,Oct,2021-2022,1,,2,9.669,10.063,10.0024791666667,9.669,10.161
2021-10-30,2021,Oct,2021-2022,1,,2,9.472,9.38125,9.49442708333333,9.077,10.063
2021-10-31,2021,Oct,2021-2022,1,,2,9.077,9.176,9.13244791666667,8.779,9.669
2021-11-01,2021,Nov,2021-2022,1,,2,9.077,9.077,9.07070833333333,8.779,9.373
2021-11-02,2021,Nov,2021-2022,1,,2,9.373,9.275,9.25310416666667,8.978,9.571
2021-11-03,2021,Nov,2021-2022,1,,2,9.571,9.476125,9.5029375,9.373,9.571
2021-11-04,2021,Nov,2021-2022,1,,2,9.768,9.669,9.66515625,9.571,9.866
2021-11-05,2021,Nov,2021-2022,1,,2,10.063,9.768,9.75236458333334,9.669,10.063
2021-11-06,2021,Nov,2021-2022,1,,2,9.866,9.669,9.74513541666667,9.472,10.063
2021-11-07,2021,Nov,2021-2022,1,,2,9.768,9.66491666666667,9.68870833333333,9.373,10.063
2021-11-08,2021,Nov,2021-2022,1,,2,9.472,9.571,9.6271875,9.472,10.063
2021-11-09,2021,Nov,2021-2022,1,,2,9.768,9.571,9.6168125,9.373,9.965
2021-11-10,2021,Nov,2021-2022,1,,2,9.472,9.669,9.684625,9.472,9.965
2021-11-11,2021,Nov,2021-2022,1,,2,9.571,9.571,9.56961458333333,9.373,9.768
2021-11-12,2021,Nov,2021-2022,1,,2,9.768,9.571,9.64486458333333,9.571,9.768
2021-11-13,2021,Nov,2021-2022,1,,2,9.275,9.669,9.64971875,9.275,9.768
2021-11-14,2021,Nov,2021-2022,1,,2,9.571,9.571,9.53491666666667,9.29133333333333,9.571
2021-11-15,2021,Nov,2021-2022,1,,2,9.373,9.472,9.45152083333333,9.176,9.571
2021-11-16,2021,Nov,2021-2022,1,,2,9.176,9.19645833333333,9.19842708333333,8.779,9.571
2021-11-17,2021,Nov,2021-2022,1,,2,8.978,9.077,9.06870833333333,8.779,9.275
2021-11-18,2021,Nov,2021-2022,1,,2,9.176,8.982125,9.01510416666667,8.779,9.176
2021-11-19,2021,Nov,2021-2022,1,,2,8.978,9.006875,9.0378125,8.978,9.176
2021-11-20,2021,Nov,2021-2022,1,,2,8.879,8.88725,8.94188541666666,8.779,9.077
2021-11-21,2021,Nov,2021-2022,1,,2,9.077,8.879,8.93035416666667,8.779,9.077
2021-11-22,2021,Nov,2021-2022,1,,2,9.373,9.29095833333333,9.35577083333333,9.077,9.669
2021-11-23,2021,Nov,2021-2022,1,,2,8.978,9.077,9.09734375,8.779,9.472
2021-11-24,2021,Nov,2021-2022,1,,2,9.077,8.982125,9.01409375,8.879,9.176
2021-11-25,2021,Nov,2021-2022,1,,2,9.571,9.472,9.43183333333333,9.077,9.669
2021-11-26,2021,Nov,2021-2022,1,,2,8.978,9.566875,9.40409375,8.779,9.669
2021-11-27,2021,Nov,2021-2022,1,,2,9.275,9.176,9.17078125,8.978,9.373
2021-11-28,2021,Nov,2021-2022,1,,2,9.275,9.373,9.34033333333334,9.275,9.373
2021-11-29,2021,Nov,2021-2022,1,,2,8.978,9.077,9.11515625,8.978,9.275
2021-11-30,2021,Nov,2021-2022,1,,2,9.176,9.081125,9.11404166666667,8.978,9.373
2021-12-01,2021,Dec,2021-2022,1,,2,9.077,9.176,9.17076041666667,8.978,9.373
2021-12-02,2021,Dec,2021-2022,1,,2,8.879,8.978,8.9426875,8.581,9.077
2021-12-03,2021,Dec,2021-2022,1,,2,8.779,8.68,8.73279166666667,8.581,8.978
2021-12-04,2021,Dec,2021-2022,1,,2,8.68,8.581,8.57340625,8.282,8.779
2021-12-05,2021,Dec,2021-2022,1,,2,7.582,8.382,8.3699375,7.582,8.879
2021-12-06,2021,Dec,2021-2022,1,,2,7.782,7.81116666666667,7.84245833333333,7.582,8.282
2021-12-07,2021,Dec,2021-2022,1,,2,8.082,7.87366666666667,7.87483333333333,7.682,8.182
2021-12-08,2021,Dec,2021-2022,1,,2,7.782,7.882,7.95608333333333,7.782,8.282
2021-12-09,2021,Dec,2021-2022,1,,2,7.983,7.99125,8.01967708333333,7.682,8.382
2021-12-10,2021,Dec,2021-2022,1,,2,8.382,8.182,8.19457291666667,7.882,8.382
2021-12-11,2021,Dec,2021-2022,1,,2,7.782,8.382,8.35041666666667,7.782,8.481
2021-12-12,2021,Dec,2021-2022,1,,2,7.782,7.990375,7.9695625,7.682,8.282
2021-12-13,2021,Dec,2021-2022,1,,2,7.28,7.73616666666667,7.745625,7.28,8.082
2021-12-14,2021,Dec,2021-2022,1,,2,7.079,7.33025,7.42828125,6.674,8.082
2021-12-15,2021,Dec,2021-2022,1,,2,6.978,7.15825,7.12578125,6.775,7.28
2021-12-16,2021,Dec,2021-2022,1,,2,7.28,7.087375,7.13645833333333,6.978,7.381
2021-12-17,2021,Dec,2021-2022,1,,2,6.775,6.93170833333333,6.94092708333333,6.775,7.28
2021-12-18,2021,Dec,2021-2022,1,,2,7.079,7.07479166666667,7.02947916666667,6.775,7.179
2021-12-19,2021,Dec,2021-2022,1,,2,7.28,6.978,6.97990625,6.573,7.28
2021-12-20,2021,Dec,2021-2022,1,,2,6.877,6.97379166666667,6.94142708333333,6.471,7.381
2021-12-21,2021,Dec,2021-2022,1,,2,6.877,6.84725,6.74977083333334,6.064,7.079
2021-12-22,2021,Dec,2021-2022,1,,2,6.573,6.775,6.82470833333333,6.573,7.179
2021-12-23,2021,Dec,2021-2022,1,,2,6.471,6.66979166666667,6.77585416666667,6.471,7.782
2021-12-24,2021,Dec,2021-2022,1,,2,6.064,6.43741666666667,6.48763541666667,5.962,7.179
2021-12-25,2021,Dec,2021-2022,1,,2,5.757,5.83425,5.79246875,5.347,6.064
2021-12-26,2021,Dec,2021-2022,1,,2,5.655,5.57775,5.50816666666667,5.037,5.757
2021-12-27,2021,Dec,2021-2022,1,,2,5.552,6.34845833333333,6.26971875,5.552,7.079
2021-12-28,2021,Dec,2021-2022,1,,2,6.064,6.39945833333333,6.39964583333333,5.141,6.978
2021-12-29,2021,Dec,2021-2022,1,,2,6.877,6.35725,6.38007291666667,5.962,6.877
2021-12-30,2021,Dec,2021-2022,1,,2,6.166,6.44154166666667,6.42557291666667,6.064,6.978
2021-12-31,2021,Dec,2021-2022,1,,2,6.268,6.471,6.457375,6.166,6.674
2022-01-01,2022,Jan,2021-2022,1,,2,6.978,6.68245833333333,6.70039583333333,6.268,6.978
2022-01-02,2022,Jan,2021-2022,1,,2,7.179,6.978,7.01163541666667,6.877,7.179
2022-01-03,2022,Jan,2021-2022,1,,2,5.962,6.92329166666667,6.76396875,5.962,7.381
2022-01-04,2022,Jan,2021-2022,1,,2,6.064,6.0555,6.11983333333333,5.45,6.775
2022-01-05,2022,Jan,2021-2022,1,,2,5.655,6.0385,6.08234375,5.141,6.877
2022-01-06,2022,Jan,2021-2022,1,,2,5.962,5.85145833333333,5.93878125,5.347,6.573
2022-01-07,2022,Jan,2021-2022,1,,2,6.064,5.86,5.7816875,5.347,6.064
2022-01-08,2022,Jan,2021-2022,1,,2,6.268,6.115,6.07875,5.757,6.268
2022-01-09,2022,Jan,2021-2022,1,,2,6.978,6.826,6.72991666666667,6.268,6.978
2022-01-10,2022,Jan,2021-2022,1,,2,7.381,7.28,7.22561458333334,6.978,7.381
2022-01-11,2022,Jan,2021-2022,1,,2,7.481,7.481,7.45285416666666,7.28,7.481
2022-01-12,2022,Jan,2021-2022,1,,2,7.179,7.28,7.2830625,7.179,7.481
2022-01-13,2022,Jan,2021-2022,1,,2,7.179,7.179,7.18110416666667,7.179,7.28
2022-01-14,2022,Jan,2021-2022,1,,2,7.381,7.28,7.25264583333334,7.179,7.381
2022-01-15,2022,Jan,2021-2022,1,,2,7.582,7.582,7.54413541666666,7.39766666666667,7.582
2022-01-16,2022,Jan,2021-2022,1,,2,7.481,7.481,7.51161458333333,7.381,7.582
2022-01-17,2022,Jan,2021-2022,1,,2,7.481,7.481,7.481,7.481,7.481
2022-01-18,2022,Jan,2021-2022,1,,2,7.381,7.381,7.40058333333333,7.179,7.481
2022-01-19,2022,Jan,2021-2022,1,,2,7.381,7.381,7.35785416666667,7.28,7.381
2022-01-20,2022,Jan,2021-2022,1,,2,7.481,7.481,7.46558333333333,7.381,7.682
2022-01-21,2022,Jan,2021-2022,1,,2,7.481,7.5315,7.56275,7.381,7.782
2022-01-22,2022,Jan,2021-2022,1,,2,7.782,7.65691666666667,7.59488541666666,7.179,7.983
2022-01-23,2022,Jan,2021-2022,1,,2,7.782,7.882,7.84266666666667,7.381,7.983
