Date,Year,Month,WaterYear,TWtrChoked_inner_sgrassQ_level,TWtrChoked_inner_sgrassQ_flags,TWtrChoked_inner_sgrassUNESCO_Q_level,TWtrChoked_inner_sgrass,TWtrChoked_inner_sgrassMed,TWtrChoked_inner_sgrassAvg,TWtrChoked_inner_sgrassMin,TWtrChoked_inner_sgrassMax
2018-06-30,2018,Jun,2017-2018,1,,2,13.269,12.7025,12.5451180555556,11.236,13.365
2018-07-01,2018,Jul,2017-2018,1,,2,13.269,12.328125,12.2928333333333,11.625,13.269
2018-07-02,2018,Jul,2017-2018,1,,2,11.139,11.45525,11.6981701388889,10.944,13.365
2018-07-03,2018,Jul,2017-2018,1,,2,10.846,10.980375,10.9359322916667,10.553,11.431
2018-07-04,2018,Jul,2017-2018,1,,2,11.236,10.944,11.00846875,10.553,11.625
2018-07-05,2018,Jul,2017-2018,1,,2,11.625,11.625,11.7251510416667,11.139,12.69
2018-07-06,2018,Jul,2017-2018,1,,2,11.041,11.7705,11.7382777777778,11.041,12.304
2018-07-07,2018,Jul,2017-2018,1,,2,11.431,11.625,11.8049965277778,11.041,13.173
2018-07-08,2018,Jul,2017-2018,1,,2,11.041,12.3525,12.4377465277778,10.748,15.187
2018-07-09,2018,Jul,2017-2018,1,,2,10.846,11.709875,11.4768732638889,10.553,12.304
2018-07-10,2018,Jul,2017-2018,1,,2,11.139,11.50375,11.4475121527778,10.357,12.207
2018-07-11,2018,Jul,2017-2018,1,,2,12.013,11.564375,11.4896701388889,10.357,12.497
2018-07-12,2018,Jul,2017-2018,1,,2,10.944,11.102375,11.1158975694444,10.553,11.916
2018-07-13,2018,Jul,2017-2018,1,,2,10.651,10.651,10.691765625,10.161,11.334
2018-07-14,2018,Jul,2017-2018,1,,2,10.944,10.4795,10.4896996527778,9.965,11.139
2018-07-15,2018,Jul,2017-2018,1,,2,11.625,10.944,10.9090329861111,10.357,11.625
2018-07-16,2018,Jul,2017-2018,1,,2,11.236,10.821625,10.9180989583333,10.357,11.819
2018-07-17,2018,Jul,2017-2018,1,,2,10.651,10.651,10.7187447916667,10.063,11.236
2018-07-18,2018,Jul,2017-2018,1,,2,10.651,10.944,10.9525763888889,10.259,11.819
2018-07-19,2018,Jul,2017-2018,1,,2,9.965,10.895,10.8272395833333,9.965,11.625
2018-07-20,2018,Jul,2017-2018,1,,2,10.357,10.61425,10.5785555555556,9.965,10.846
2018-07-21,2018,Jul,2017-2018,1,,2,10.259,10.357,10.4820243055556,10.161,11.236
2018-07-22,2018,Jul,2017-2018,1,,2,10.357,10.455,10.5741145833333,10.161,11.334
2018-07-23,2018,Jul,2017-2018,1,,2,10.357,10.56525,10.5484861111111,10.161,10.944
2018-07-24,2018,Jul,2017-2018,1,,2,10.651,10.3815,10.4624618055556,9.965,10.944
2018-07-25,2018,Jul,2017-2018,1,,2,10.651,10.357,10.4228194444444,9.965,10.846
2018-07-26,2018,Jul,2017-2018,1,,2,10.748,10.259,10.2572621527778,9.571,10.748
2018-07-27,2018,Jul,2017-2018,1,,2,12.304,10.46725,10.5656180555556,9.669,12.304
2018-07-28,2018,Jul,2017-2018,1,,2,12.304,10.93175,10.9680555555556,9.669,12.401
2018-07-29,2018,Jul,2017-2018,1,,2,12.69,10.9925,11.1520243055556,9.965,12.787
2018-07-30,2018,Jul,2017-2018,1,,2,11.819,11.138875,11.1221510416667,9.965,12.69
2018-07-31,2018,Jul,2017-2018,1,,2,13.75,11.139,11.1953836805556,10.161,13.75
2018-08-01,2018,Aug,2017-2018,1,,2,12.883,12.11,12.1165677083333,10.161,13.846
2018-08-02,2018,Aug,2017-2018,1,,2,11.916,11.758375,11.8129427083333,10.357,13.654
2018-08-03,2018,Aug,2017-2018,1,,2,12.401,11.903875,12.0133177083333,10.846,13.076
2018-08-04,2018,Aug,2017-2018,1,,2,11.334,13.076,13.0826302083333,11.334,14.613
2018-08-05,2018,Aug,2017-2018,1,,2,11.236,13.07625,12.7043923611111,11.236,13.75
2018-08-06,2018,Aug,2017-2018,1,,2,11.819,11.806875,11.8473767361111,11.139,12.69
2018-08-07,2018,Aug,2017-2018,1,,2,11.139,11.6735,11.7229236111111,11.041,12.594
2018-08-08,2018,Aug,2017-2018,1,,2,10.846,10.9925,11.0076614583333,10.063,11.722
2018-08-09,2018,Aug,2017-2018,1,,2,11.431,11.0415,11.0391232638889,10.063,11.819
2018-08-10,2018,Aug,2017-2018,1,,2,11.819,11.50375,11.3847569444444,10.357,11.916
2018-08-11,2018,Aug,2017-2018,1,,2,10.748,10.61425,10.5883663194444,10.063,11.819
2018-08-12,2018,Aug,2017-2018,1,,2,12.11,11.16325,11.2171840277778,10.553,12.11
2018-08-13,2018,Aug,2017-2018,1,,2,11.528,11.163125,11.2231354166667,10.651,12.11
2018-08-14,2018,Aug,2017-2018,1,,2,11.041,10.8215,10.8975607638889,10.357,11.528
2018-08-15,2018,Aug,2017-2018,1,,2,10.553,10.711625,10.7401944444444,9.866,11.334
2018-08-16,2018,Aug,2017-2018,1,,2,10.259,10.54075,10.5009340277778,10.161,11.041
2018-08-17,2018,Aug,2017-2018,1,,2,10.455,10.651,10.7459166666667,10.259,11.334
2018-08-18,2018,Aug,2017-2018,1,,2,10.748,11.041,11.1694149305556,10.455,12.013
2018-08-19,2018,Aug,2017-2018,1,,2,9.965,10.651,10.6137760416667,9.965,11.041
2018-08-20,2018,Aug,2017-2018,1,,2,10.748,11.01675,10.8882795138889,9.965,11.528
2018-08-21,2018,Aug,2017-2018,1,,2,10.553,11.35775,11.4751371527778,10.553,12.594
2018-08-22,2018,Aug,2017-2018,1,,2,10.161,10.63875,10.6605416666667,10.161,11.528
2018-08-23,2018,Aug,2017-2018,1,,2,10.161,10.17325,10.2140833333333,9.965,10.553
2018-08-24,2018,Aug,2017-2018,1,,2,10.553,10.063,10.1247847222222,9.768,10.748
2018-08-25,2018,Aug,2017-2018,1,,2,12.304,10.748,11.0011614583333,9.866,13.173
2018-08-26,2018,Aug,2017-2018,1,,2,12.69,10.83375,11.4019270833333,10.161,13.076
2018-08-27,2018,Aug,2017-2018,1,,2,10.063,10.29575,10.4346996527778,9.768,12.69
2018-08-28,2018,Aug,2017-2018,1,,2,10.944,10.161,10.1667065972222,9.768,10.944
2018-08-29,2018,Aug,2017-2018,1,,2,11.431,10.69975,10.7208836805556,9.866,11.625
2018-08-30,2018,Aug,2017-2018,1,,2,11.334,10.553,10.6632239583333,10.063,11.431
2018-08-31,2018,Aug,2017-2018,1,,2,12.98,10.93175,11.0331006944444,9.965,12.98
2018-09-01,2018,Sep,2017-2018,1,,2,11.139,11.928125,11.9017100694444,9.768,13.173
2018-09-02,2018,Sep,2017-2018,1,,2,12.594,11.89175,12.0183975694444,10.944,13.076
2018-09-03,2018,Sep,2017-2018,1,,2,10.063,12.618,12.5056649305556,10.063,13.558
2018-09-04,2018,Sep,2017-2018,1,,2,10.651,11.29725,11.0976736111111,10.063,11.722
2018-09-05,2018,Sep,2017-2018,1,,2,10.748,11.236125,11.235796875,10.259,12.11
2018-09-06,2018,Sep,2017-2018,1,,2,11.431,11.625,11.543078125,10.357,12.883
2018-09-07,2018,Sep,2017-2018,1,,2,12.401,12.425,12.3770520833333,10.846,13.365
2018-09-08,2018,Sep,2017-2018,1,,2,13.173,13.076,12.9743611111111,12.304,13.269
2018-09-09,2018,Sep,2017-2018,1,,2,13.173,12.75075,12.796625,12.013,13.461
2018-09-10,2018,Sep,2017-2018,1,,2,12.98,12.95575,12.9512517361111,12.497,13.365
2018-09-11,2018,Sep,2017-2018,1,,2,12.594,12.678,12.66946875,12.304,13.076
2018-09-12,2018,Sep,2017-2018,1,,2,11.722,12.364625,12.3281944444444,11.625,12.594
2018-09-13,2018,Sep,2017-2018,1,,2,11.334,11.976625,11.8877083333333,11.334,12.207
2018-09-14,2018,Sep,2017-2018,1,,2,11.625,11.6735,11.6493836805556,11.139,11.916
2018-09-15,2018,Sep,2017-2018,1,,2,12.013,11.819,11.8075486111111,11.431,12.11
2018-09-16,2018,Sep,2017-2018,1,,2,11.528,11.722,11.7134114583333,11.334,12.013
2018-09-17,2018,Sep,2017-2018,1,,2,11.625,11.528,11.5823940972222,11.431,11.819
2018-09-18,2018,Sep,2017-2018,1,,2,12.013,11.94025,11.9436180555556,11.625,12.11
2018-09-19,2018,Sep,2017-2018,1,,2,11.431,12.11,12.0598159722222,11.431,12.401
2018-09-20,2018,Sep,2017-2018,1,,2,11.139,11.540125,11.6039236111111,11.139,12.013
2018-09-21,2018,Sep,2017-2018,1,,2,11.041,11.163375,11.2310451388889,10.944,11.528
2018-09-22,2018,Sep,2017-2018,1,,2,10.846,10.748,10.7438315972222,10.455,11.041
2018-09-23,2018,Sep,2017-2018,1,,2,11.334,10.651,10.7338194444444,10.357,11.431
2018-09-24,2018,Sep,2017-2018,1,,2,10.748,10.980375,11.2006145833333,10.651,12.207
2018-09-25,2018,Sep,2017-2018,1,,2,10.846,10.553,10.6020451388889,10.063,11.236
2018-09-26,2018,Sep,2017-2018,1,,2,10.651,10.504,10.5164635416667,10.161,10.846
2018-09-27,2018,Sep,2017-2018,1,,2,10.259,10.553,10.5311180555556,10.161,10.944
2018-09-28,2018,Sep,2017-2018,1,,2,10.161,10.357,10.3333506944444,10.063,10.553
2018-09-29,2018,Sep,2017-2018,1,,2,10.455,10.455,10.5060520833333,10.161,10.748
2018-09-30,2018,Sep,2017-2018,1,,2,10.553,10.651,10.5956979166667,10.455,10.748
2018-10-01,2018,Oct,2018-2019,1,,2,10.748,10.63875,10.6794878472222,10.455,11.236
2018-10-02,2018,Oct,2018-2019,1,,2,10.063,10.455,10.5563697916667,10.063,11.236
2018-10-03,2018,Oct,2018-2019,1,,2,10.357,9.965,10.0159201388889,9.669,10.357
2018-10-04,2018,Oct,2018-2019,1,,2,10.455,10.455,10.4398576388889,10.259,10.553
2018-10-05,2018,Oct,2018-2019,1,,2,10.357,10.54075,10.5171006944444,10.357,10.651
2018-10-06,2018,Oct,2018-2019,1,,2,10.161,10.32025,10.3076597222222,10.161,10.357
2018-10-07,2018,Oct,2018-2019,1,,2,10.357,10.259,10.2613819444444,10.161,10.357
2018-10-08,2018,Oct,2018-2019,1,,2,10.161,10.22225,10.2062569444444,10.063,10.308
2018-10-09,2018,Oct,2018-2019,1,,2,9.965,9.952625,9.93838194444445,9.768,10.161
2018-10-10,2018,Oct,2018-2019,1,,2,9.866,9.768,9.782921875,9.571,9.965
2018-10-11,2018,Oct,2018-2019,1,,2,10.063,9.80475,9.85361631944444,9.669,10.063
2018-10-12,2018,Oct,2018-2019,1,,2,9.866,9.965,10.0012795138889,9.768,10.161
2018-10-13,2018,Oct,2018-2019,1,,2,9.866,9.866,9.90446527777778,9.768,10.063
2018-10-14,2018,Oct,2018-2019,1,,2,9.866,9.866,9.89554861111111,9.768,10.161
2018-10-15,2018,Oct,2018-2019,1,,2,10.063,10.063,10.0653732638889,9.866,10.259
2018-10-16,2018,Oct,2018-2019,1,,2,10.063,10.063,10.1160833333333,9.965,10.259
2018-10-17,2018,Oct,2018-2019,1,,2,10.161,10.161,10.1812465277778,10.063,10.553
2018-10-18,2018,Oct,2018-2019,1,,2,10.161,10.308,10.3114027777778,10.161,10.553
2018-10-19,2018,Oct,2018-2019,1,,2,10.259,10.1855,10.1989409722222,9.965,10.357
2018-10-20,2018,Oct,2018-2019,1,,2,10.259,10.32025,10.3304583333333,10.161,10.455
2018-10-21,2018,Oct,2018-2019,1,,2,9.965,9.965,9.95230208333333,9.768,10.21
2018-10-22,2018,Oct,2018-2019,1,,2,10.063,9.965,9.93583680555555,9.866,10.063
2018-10-23,2018,Oct,2018-2019,1,,2,10.063,9.965,9.97294444444444,9.866,10.161
2018-10-24,2018,Oct,2018-2019,1,,2,9.965,9.866,9.91346874999999,9.669,10.063
2018-10-25,2018,Oct,2018-2019,1,,2,9.965,9.965,9.95100694444444,9.768,10.063
2018-10-26,2018,Oct,2018-2019,1,,2,10.161,9.965,9.95473611111111,9.768,10.161
2018-10-27,2018,Oct,2018-2019,1,,2,10.063,9.9895,10.0509201388889,9.965,10.259
2018-10-28,2018,Oct,2018-2019,1,,2,10.063,9.97725,10.0092291666667,9.866,10.063
2018-10-29,2018,Oct,2018-2019,1,,2,10.063,9.97725,10.0228472222222,9.965,10.161
2018-10-30,2018,Oct,2018-2019,1,,2,9.965,10.063,10.0379895833333,9.965,10.063
2018-10-31,2018,Oct,2018-2019,1,,2,10.161,10.09975,10.1109791666667,10.014,10.161
2018-11-01,2018,Nov,2018-2019,1,,2,10.259,10.259,10.22071875,10.063,10.259
2018-11-02,2018,Nov,2018-2019,1,,2,10.455,10.455,10.4301597222222,10.259,10.651
2018-11-03,2018,Nov,2018-2019,1,,2,10.553,10.553,10.5405798611111,10.455,10.651
2018-11-04,2018,Nov,2018-2019,1,,2,10.748,10.748,10.7208142361111,10.553,10.846
2018-11-05,2018,Nov,2018-2019,1,,2,10.846,10.748,10.77171875,10.651,10.846
2018-11-06,2018,Nov,2018-2019,1,,2,10.553,10.651,10.6600295138889,10.455,10.846
2018-11-07,2018,Nov,2018-2019,1,,2,10.553,10.4305,10.4148472222222,10.161,10.651
2018-11-08,2018,Nov,2018-2019,1,,2,10.357,10.24675,10.2382430555556,10.063,10.553
2018-11-09,2018,Nov,2018-2019,1,,2,10.455,10.2345,10.2275243055556,10.063,10.553
2018-11-10,2018,Nov,2018-2019,1,,2,10.161,10.259,10.2948993055556,10.063,10.455
2018-11-11,2018,Nov,2018-2019,1,,2,9.669,9.965,9.96545138888889,9.571,10.259
2018-11-12,2018,Nov,2018-2019,1,,2,9.373,9.866,9.85165277777778,9.373,10.063
2018-11-13,2018,Nov,2018-2019,1,,2,9.768,9.768,9.74031423611111,9.373,9.866
2018-11-14,2018,Nov,2018-2019,1,,2,10.259,10.02625,10.0286545138889,9.768,10.259
2018-11-15,2018,Nov,2018-2019,1,,2,10.161,10.161,10.1951979166667,10.063,10.357
2018-11-16,2018,Nov,2018-2019,1,,2,10.259,10.2835,10.2887743055556,10.161,10.357
2018-11-17,2018,Nov,2018-2019,1,,2,9.965,10.09975,10.1247604166667,9.965,10.357
2018-11-18,2018,Nov,2018-2019,1,,2,9.571,9.644625,9.66310069444445,9.472,9.965
2018-11-19,2018,Nov,2018-2019,1,,2,9.077,9.459625,9.45355208333333,9.077,9.866
2018-11-20,2018,Nov,2018-2019,1,,2,9.472,9.373,9.37943923611111,8.978,9.571
2018-11-21,2018,Nov,2018-2019,1,,2,9.669,9.571,9.53475520833333,9.176,9.866
2018-11-22,2018,Nov,2018-2019,1,,2,9.768,9.669,9.65271006944444,9.472,9.965
2018-11-23,2018,Nov,2018-2019,1,,2,9.472,9.571,9.54792361111111,9.373,9.768
2018-11-24,2018,Nov,2018-2019,1,,2,9.472,9.472,9.51871527777778,9.472,9.768
2018-11-25,2018,Nov,2018-2019,1,,2,9.571,9.571,9.55761284722222,9.472,9.768
2018-11-26,2018,Nov,2018-2019,1,,2,9.669,9.571,9.60349652777778,9.571,9.669
2018-11-27,2018,Nov,2018-2019,1,,2,9.669,9.669,9.65013888888889,9.571,9.768
2018-11-28,2018,Nov,2018-2019,1,,2,9.669,9.669,9.70469444444445,9.571,10.063
2018-11-29,2018,Nov,2018-2019,1,,2,9.669,9.768,9.76642361111112,9.669,9.965
2018-11-30,2018,Nov,2018-2019,1,,2,9.571,9.817,9.78912847222222,9.472,9.965
2018-12-01,2018,Dec,2018-2019,1,,2,9.669,9.681375,9.76619097222222,9.472,10.161
2018-12-02,2018,Dec,2018-2019,1,,2,9.176,9.63225,9.57141145833334,9.176,9.965
2018-12-03,2018,Dec,2018-2019,1,,2,9.077,9.200625,9.16762326388889,8.581,9.472
2018-12-04,2018,Dec,2018-2019,1,,2,9.275,9.28725,9.26980902777778,8.68,9.965
2018-12-05,2018,Dec,2018-2019,1,,2,9.176,9.275,9.367984375,8.879,10.063
2018-12-06,2018,Dec,2018-2019,1,,2,9.472,9.05225,9.01606944444444,8.282,9.768
2018-12-07,2018,Dec,2018-2019,1,,2,8.779,8.8665,8.87207118055555,8.481,9.768
2018-12-08,2018,Dec,2018-2019,1,,2,9.077,9.039875,9.05294791666667,8.779,9.768
2018-12-09,2018,Dec,2018-2019,1,,2,9.275,9.373,9.38116319444445,9.077,10.063
2018-12-10,2018,Dec,2018-2019,1,,2,9.669,9.472,9.44871875,9.176,9.866
2018-12-11,2018,Dec,2018-2019,1,,2,9.373,9.472,9.49577083333333,9.373,9.768
2018-12-12,2018,Dec,2018-2019,1,,2,9.472,9.373,9.40799479166666,9.275,9.571
2018-12-13,2018,Dec,2018-2019,1,,2,9.275,9.373,9.34618229166667,9.275,9.472
2018-12-14,2018,Dec,2018-2019,1,,2,9.077,9.176,9.14884375,8.879,9.275
2018-12-15,2018,Dec,2018-2019,1,,2,8.978,9.176,9.16712326388889,8.879,9.373
2018-12-16,2018,Dec,2018-2019,1,,2,8.978,8.978,8.9855625,8.879,9.077
2018-12-17,2018,Dec,2018-2019,1,,2,8.978,8.978,8.9979375,8.879,9.077
2018-12-18,2018,Dec,2018-2019,1,,2,8.978,9.064625,9.048125,8.879,9.176
2018-12-19,2018,Dec,2018-2019,1,,2,8.978,8.978,8.9676875,8.879,9.077
2018-12-20,2018,Dec,2018-2019,1,,2,8.481,8.7295,8.74096701388889,8.481,8.978
2018-12-21,2018,Dec,2018-2019,1,,2,9.176,8.879,8.93292534722222,8.382,9.373
2018-12-22,2018,Dec,2018-2019,1,,2,8.879,8.779,8.81568923611111,8.68,9.176
2018-12-23,2018,Dec,2018-2019,1,,2,8.779,8.879,8.84995138888889,8.779,8.978
2018-12-24,2018,Dec,2018-2019,1,,2,9.077,8.779,8.85312152777778,8.779,9.077
2018-12-25,2018,Dec,2018-2019,1,,2,9.077,8.978,8.99649305555555,8.779,9.176
2018-12-26,2018,Dec,2018-2019,1,,2,8.879,8.978,8.98313541666667,8.779,9.176
2018-12-27,2018,Dec,2018-2019,1,,2,8.879,8.854,8.82901388888889,8.68,8.978
2018-12-28,2018,Dec,2018-2019,1,,2,8.779,8.879,8.92997916666667,8.779,9.077
2018-12-29,2018,Dec,2018-2019,1,,2,8.779,8.779,8.75775,8.68,8.879
2018-12-30,2018,Dec,2018-2019,1,,2,8.581,8.879,8.85345486111111,8.581,9.077
2018-12-31,2018,Dec,2018-2019,1,,2,8.481,8.879,8.87935416666667,8.481,9.275
2019-01-01,2019,Jan,2018-2019,1,,2,8.581,8.481,8.47142361111111,8.382,8.779
2019-01-02,2019,Jan,2018-2019,1,,2,8.581,8.581,8.60367361111111,8.481,8.779
2019-01-03,2019,Jan,2018-2019,1,,2,8.779,8.779,8.73886458333333,8.581,8.879
2019-01-04,2019,Jan,2018-2019,1,,2,8.779,8.779,8.73775,8.68,8.779
2019-01-05,2019,Jan,2018-2019,1,,2,8.68,8.68,8.64783159722223,8.481,8.779
2019-01-06,2019,Jan,2018-2019,1,,2,8.68,8.531,8.52050694444444,8.082,8.978
2019-01-07,2019,Jan,2018-2019,1,,2,8.282,8.581,8.60551041666667,8.282,8.879
2019-01-08,2019,Jan,2018-2019,1,,2,8.282,8.182,8.17379166666667,7.882,8.779
2019-01-09,2019,Jan,2018-2019,1,,2,7.983,7.882,7.95908159722222,7.682,8.382
2019-01-10,2019,Jan,2018-2019,1,,2,8.282,7.882,7.94566145833333,7.782,8.481
2019-01-11,2019,Jan,2018-2019,1,,2,8.581,8.481,8.446703125,8.082,8.68
2019-01-12,2019,Jan,2018-2019,1,,2,8.481,8.481,8.52078472222222,8.382,8.581
2019-01-13,2019,Jan,2018-2019,1,,2,8.382,8.556,8.52287326388889,8.282,8.68
2019-01-14,2019,Jan,2018-2019,1,,2,8.382,8.481,8.48402777777778,8.082,8.581
2019-01-15,2019,Jan,2018-2019,1,,2,8.182,8.481,8.46899305555556,8.082,8.68
2019-01-16,2019,Jan,2018-2019,1,,2,7.983,8.082,8.12340798611111,7.882,8.481
2019-01-17,2019,Jan,2018-2019,1,,2,7.782,8.1195,8.22274479166667,7.682,8.779
2019-01-18,2019,Jan,2018-2019,1,,2,8.082,7.983,8.009625,7.682,8.282
2019-01-19,2019,Jan,2018-2019,1,,2,8.481,8.481,8.41666145833333,8.082,8.68
2019-01-20,2019,Jan,2018-2019,1,,2,8.779,8.68,8.66148958333333,8.382,8.879
2019-01-21,2019,Jan,2018-2019,1,,2,8.779,8.68,8.68826388888889,8.481,8.879
2019-01-22,2019,Jan,2018-2019,1,,2,8.581,8.6305,8.63771875,8.581,8.779
2019-01-23,2019,Jan,2018-2019,1,,2,8.68,8.581,8.626890625,8.581,8.779
2019-01-24,2019,Jan,2018-2019,1,,2,8.779,8.68,8.70753645833334,8.581,8.879
2019-01-25,2019,Jan,2018-2019,1,,2,8.581,8.68,8.65762847222222,8.481,8.779
2019-01-26,2019,Jan,2018-2019,1,,2,8.581,8.581,8.5531875,8.481,8.68
2019-01-27,2019,Jan,2018-2019,1,,2,8.481,8.5685,8.55322222222222,8.481,8.779
2019-01-28,2019,Jan,2018-2019,1,,2,8.382,8.481,8.50278993055555,8.382,8.68
2019-01-29,2019,Jan,2018-2019,1,,2,8.282,8.282,8.32172916666667,8.282,8.581
2019-01-30,2019,Jan,2018-2019,1,,2,8.282,8.282,8.34768055555556,8.182,8.68
2019-01-31,2019,Jan,2018-2019,1,,2,8.282,8.282,8.25765972222222,8.182,8.581
2019-02-01,2019,Feb,2018-2019,1,,2,8.282,8.382,8.374,8.182,8.481
2019-02-02,2019,Feb,2018-2019,1,,2,8.182,8.282,8.32641666666667,8.082,8.581
2019-02-03,2019,Feb,2018-2019,1,,2,7.381,7.632,7.67071701388889,7.28,8.182
2019-02-04,2019,Feb,2018-2019,1,,2,7.882,7.5315,7.58381770833333,7.179,8.182
2019-02-05,2019,Feb,2018-2019,1,,2,7.582,7.481,7.542375,7.28,7.882
2019-02-06,2019,Feb,2018-2019,1,,2,7.481,7.582,7.56862673611111,7.481,7.682
2019-02-07,2019,Feb,2018-2019,1,,2,7.381,7.381,7.40828472222222,7.381,7.582
2019-02-08,2019,Feb,2018-2019,1,,2,6.674,7.381,7.35751215277778,6.674,7.481
2019-02-09,2019,Feb,2018-2019,1,,2,7.983,7.28,7.23767881944444,6.573,7.983
2019-02-10,2019,Feb,2018-2019,1,,2,7.179,7.381,7.44829166666667,7.179,8.082
2019-02-11,2019,Feb,2018-2019,1,,2,7.179,7.28,7.28697222222222,7.079,7.481
2019-02-12,2019,Feb,2018-2019,1,,2,6.978,7.079,7.11817534722222,6.978,7.28
2019-02-13,2019,Feb,2018-2019,1,,2,7.28,7.179,7.16691319444444,6.978,7.381
2019-02-14,2019,Feb,2018-2019,1,,2,7.28,7.079,7.10804861111111,6.978,7.28
2019-02-15,2019,Feb,2018-2019,1,,2,7.179,7.179,7.24023090277778,7.079,7.481
2019-02-16,2019,Feb,2018-2019,1,,2,7.381,7.28,7.35926736111111,7.179,7.782
2019-02-17,2019,Feb,2018-2019,1,,2,7.582,7.28,7.304671875,7.079,7.782
2019-02-18,2019,Feb,2018-2019,1,,2,7.28,7.28,7.26857986111111,7.079,7.582
2019-02-19,2019,Feb,2018-2019,1,,2,7.381,7.28,7.31417881944445,7.179,7.481
2019-02-20,2019,Feb,2018-2019,1,,2,7.481,7.381,7.37217361111111,7.28,7.582
2019-02-21,2019,Feb,2018-2019,1,,2,7.481,7.381,7.40592361111111,7.28,7.582
2019-02-22,2019,Feb,2018-2019,1,,2,7.381,7.381,7.38041666666667,7.28,7.582
2019-02-23,2019,Feb,2018-2019,1,,2,7.381,7.381,7.3955,7.28,7.481
2019-02-24,2019,Feb,2018-2019,1,,2,7.28,7.381,7.37741145833333,7.28,7.582
2019-02-25,2019,Feb,2018-2019,1,,2,7.079,7.28,7.260015625,7.079,7.381
2019-02-26,2019,Feb,2018-2019,1,,2,7.179,7.179,7.17705555555556,6.978,7.381
2019-02-27,2019,Feb,2018-2019,1,,2,7.179,7.179,7.19674305555556,6.978,7.381
2019-02-28,2019,Feb,2018-2019,1,,2,7.28,7.242125,7.26439409722222,7.179,7.381
2019-03-01,2019,Mar,2018-2019,1,,2,7.28,7.28,7.27228472222222,7.179,7.381
2019-03-02,2019,Mar,2018-2019,1,,2,7.179,7.179,7.15786979166667,6.978,7.381
2019-03-03,2019,Mar,2018-2019,1,,2,7.28,7.0915,7.10924826388889,6.877,7.381
2019-03-04,2019,Mar,2018-2019,1,,2,7.381,7.129,7.13515104166667,6.978,7.381
2019-03-05,2019,Mar,2018-2019,1,,2,7.381,7.179,7.21084027777778,6.978,7.381
2019-03-06,2019,Mar,2018-2019,1,,2,7.481,7.216875,7.26230555555556,7.079,7.481
2019-03-07,2019,Mar,2018-2019,1,,2,7.481,7.30525,7.29892361111111,7.079,7.582
2019-03-08,2019,Mar,2018-2019,1,,2,7.481,7.431,7.41347222222222,7.28,7.582
2019-03-09,2019,Mar,2018-2019,1,,2,7.582,7.481,7.50830381944444,7.381,7.782
2019-03-10,2019,Mar,2018-2019,1,,2,7.582,7.481,7.520375,7.381,7.682
2019-03-11,2019,Mar,2018-2019,1,,2,7.481,7.481,7.49532118055555,7.381,7.582
2019-03-12,2019,Mar,2018-2019,1,,2,7.682,7.55675,7.58603298611111,7.381,7.782
2019-03-13,2019,Mar,2018-2019,1,,2,7.682,7.682,7.72158333333333,7.582,7.782
2019-03-14,2019,Mar,2018-2019,1,,2,7.682,7.682,7.72366666666666,7.582,7.782
2019-03-15,2019,Mar,2018-2019,1,,2,7.882,7.782,7.78304166666666,7.682,7.882
2019-03-16,2019,Mar,2018-2019,1,,2,7.882,7.882,7.88918055555556,7.782,7.983
2019-03-17,2019,Mar,2018-2019,1,,2,8.082,7.983,7.96949305555556,7.882,8.182
2019-03-18,2019,Mar,2018-2019,1,,2,8.182,8.082,8.10709027777778,7.983,8.282
2019-03-19,2019,Mar,2018-2019,1,,2,8.282,8.1695,8.15484722222222,7.983,8.282
2019-03-20,2019,Mar,2018-2019,1,,2,8.182,8.182,8.16840277777778,7.983,8.282
2019-03-21,2019,Mar,2018-2019,1,,2,8.282,8.182,8.18738194444444,8.082,8.382
2019-03-22,2019,Mar,2018-2019,1,,2,8.282,8.182,8.20769444444444,8.082,8.382
2019-03-23,2019,Mar,2018-2019,1,,2,8.282,8.282,8.26047222222222,8.082,8.382
2019-03-24,2019,Mar,2018-2019,1,,2,8.382,8.282,8.28109027777777,8.182,8.481
2019-03-25,2019,Mar,2018-2019,1,,2,8.282,8.282,8.29120138888889,8.182,8.382
2019-03-26,2019,Mar,2018-2019,1,,2,8.282,8.332,8.32427777777778,8.182,8.481
2019-03-27,2019,Mar,2018-2019,1,,2,8.481,8.382,8.41662673611111,8.282,8.581
2019-03-28,2019,Mar,2018-2019,1,,2,8.581,8.481,8.47629166666667,8.282,8.68
2019-03-29,2019,Mar,2018-2019,1,,2,8.68,8.60575,8.63221701388889,8.481,8.879
2019-03-30,2019,Mar,2018-2019,1,,2,8.779,8.68,8.69977951388889,8.581,8.879
2019-03-31,2019,Mar,2018-2019,1,,2,8.581,8.581,8.60251041666667,8.382,8.779
2019-04-01,2019,Apr,2018-2019,1,,2,8.481,8.5685,8.55259027777778,8.481,8.779
2019-04-02,2019,Apr,2018-2019,1,,2,8.481,8.481,8.51365277777778,8.382,8.68
2019-04-03,2019,Apr,2018-2019,1,,2,8.779,8.68,8.63187152777778,8.481,8.779
2019-04-04,2019,Apr,2018-2019,1,,2,8.978,8.779,8.762328125,8.581,8.978
2019-04-05,2019,Apr,2018-2019,1,,2,9.077,8.95325,8.92755034722222,8.68,9.077
2019-04-06,2019,Apr,2018-2019,1,,2,8.779,8.978,8.94198958333333,8.779,9.077
