Date,Year,Month,WaterYear,TWtrTriquet_kelpQ_level,TWtrTriquet_kelpQ_flags,TWtrTriquet_kelpUNESCO_Q_level,TWtrTriquet_kelp,TWtrTriquet_kelpMed,TWtrTriquet_kelpAvg,TWtrTriquet_kelpMin,TWtrTriquet_kelpMax
2019-08-19,2019,Aug,2018-2019,1,,9,,,,,
2019-08-20,2019,Aug,2018-2019,1,,9,,,,,
2019-08-21,2019,Aug,2018-2019,1,,9,,,,,
2019-08-22,2019,Aug,2018-2019,1,,9,,,,,
2019-08-23,2019,Aug,2018-2019,1,,9,,,,,
2019-08-24,2019,Aug,2018-2019,1,,9,,,,,
2019-08-25,2019,Aug,2018-2019,1,,9,,,,,
2019-08-26,2019,Aug,2018-2019,1,,9,,,,,
2019-08-27,2019,Aug,2018-2019,1,,9,,,,,
2019-08-28,2019,Aug,2018-2019,1,,9,,,,,
2019-08-29,2019,Aug,2018-2019,1,,9,,,,,
2019-08-30,2019,Aug,2018-2019,1,,9,,,,,
2019-08-31,2019,Aug,2018-2019,1,,9,,,,,
2019-09-01,2019,Sep,2018-2019,1,,9,,,,,
2019-09-02,2019,Sep,2018-2019,1,,9,,,,,
2019-09-03,2019,Sep,2018-2019,1,,9,,,,,
2019-09-04,2019,Sep,2018-2019,1,,9,,,,,
2019-09-05,2019,Sep,2018-2019,1,,9,,,,,
2019-09-06,2019,Sep,2018-2019,1,,9,,,,,
2019-09-07,2019,Sep,2018-2019,1,,9,,,,,
2019-09-08,2019,Sep,2018-2019,1,,9,,,,,
2019-09-09,2019,Sep,2018-2019,1,,9,,,,,
2019-09-10,2019,Sep,2018-2019,1,,9,,,,,
2019-09-11,2019,Sep,2018-2019,1,,9,,,,,
2019-09-12,2019,Sep,2018-2019,1,,9,,,,,
2019-09-13,2019,Sep,2018-2019,1,,9,,,,,
2019-09-14,2019,Sep,2018-2019,1,,9,,,,,
2019-09-15,2019,Sep,2018-2019,1,,9,,,,,
2019-09-16,2019,Sep,2018-2019,1,,9,,,,,
2019-09-17,2019,Sep,2018-2019,1,,9,,,,,
2019-09-18,2019,Sep,2018-2019,1,,9,,,,,
2019-09-19,2019,Sep,2018-2019,1,,9,,,,,
2019-09-20,2019,Sep,2018-2019,1,,9,,,,,
2019-09-21,2019,Sep,2018-2019,1,,9,,,,,
2019-09-22,2019,Sep,2018-2019,1,,9,,,,,
2019-09-23,2019,Sep,2018-2019,1,,9,,,,,
2019-09-24,2019,Sep,2018-2019,1,,9,,,,,
2019-09-25,2019,Sep,2018-2019,1,,9,,,,,
2019-09-26,2019,Sep,2018-2019,1,,9,,,,,
2019-09-27,2019,Sep,2018-2019,1,,9,,,,,
2019-09-28,2019,Sep,2018-2019,1,,9,,,,,
2019-09-29,2019,Sep,2018-2019,1,,9,,,,,
2019-09-30,2019,Sep,2018-2019,1,,9,,,,,
2019-10-01,2019,Oct,2019-2020,1,,9,,,,,
2019-10-02,2019,Oct,2019-2020,1,,9,,,,,
2019-10-03,2019,Oct,2019-2020,1,,9,,,,,
2019-10-04,2019,Oct,2019-2020,1,,9,,,,,
2019-10-05,2019,Oct,2019-2020,1,,9,,,,,
2019-10-06,2019,Oct,2019-2020,1,,9,,,,,
2019-10-07,2019,Oct,2019-2020,1,,9,,,,,
2019-10-08,2019,Oct,2019-2020,1,,9,,,,,
2019-10-09,2019,Oct,2019-2020,1,,9,,,,,
2019-10-10,2019,Oct,2019-2020,1,,9,,,,,
2019-10-11,2019,Oct,2019-2020,1,,9,,,,,
2019-10-12,2019,Oct,2019-2020,1,,9,,,,,
2019-10-13,2019,Oct,2019-2020,1,,9,,,,,
2019-10-14,2019,Oct,2019-2020,1,,9,,,,,
2019-10-15,2019,Oct,2019-2020,1,,9,,,,,
2019-10-16,2019,Oct,2019-2020,1,,9,,,,,
2019-10-17,2019,Oct,2019-2020,1,,9,,,,,
2019-10-18,2019,Oct,2019-2020,1,,9,,,,,
2019-10-19,2019,Oct,2019-2020,1,,9,,,,,
2019-10-20,2019,Oct,2019-2020,1,,9,,,,,
2019-10-21,2019,Oct,2019-2020,1,,9,,,,,
2019-10-22,2019,Oct,2019-2020,1,,9,,,,,
2019-10-23,2019,Oct,2019-2020,1,,9,,,,,
2019-10-24,2019,Oct,2019-2020,1,,9,,,,,
2019-10-25,2019,Oct,2019-2020,1,,9,,,,,
2019-10-26,2019,Oct,2019-2020,1,,9,,,,,
2019-10-27,2019,Oct,2019-2020,1,,9,,,,,
2019-10-28,2019,Oct,2019-2020,1,,9,,,,,
2019-10-29,2019,Oct,2019-2020,1,,9,,,,,
2019-10-30,2019,Oct,2019-2020,1,,9,,,,,
2019-10-31,2019,Oct,2019-2020,1,,9,,,,,
2019-11-01,2019,Nov,2019-2020,1,,9,,,,,
2019-11-02,2019,Nov,2019-2020,1,,9,,,,,
2019-11-03,2019,Nov,2019-2020,1,,9,,,,,
2019-11-04,2019,Nov,2019-2020,1,,9,,,,,
2019-11-05,2019,Nov,2019-2020,1,,9,,,,,
2019-11-06,2019,Nov,2019-2020,1,,9,,,,,
2019-11-07,2019,Nov,2019-2020,1,,9,,,,,
2019-11-08,2019,Nov,2019-2020,1,,9,,,,,
2019-11-09,2019,Nov,2019-2020,1,,9,,,,,
2019-11-10,2019,Nov,2019-2020,1,,9,,,,,
2019-11-11,2019,Nov,2019-2020,1,,9,,,,,
2019-11-12,2019,Nov,2019-2020,1,,9,,,,,
2019-11-13,2019,Nov,2019-2020,1,,9,,,,,
2019-11-14,2019,Nov,2019-2020,1,,9,,,,,
2019-11-15,2019,Nov,2019-2020,1,,9,,,,,
2019-11-16,2019,Nov,2019-2020,1,,9,,,,,
2019-11-17,2019,Nov,2019-2020,1,,9,,,,,
2019-11-18,2019,Nov,2019-2020,1,,9,,,,,
2019-11-19,2019,Nov,2019-2020,1,,9,,,,,
2019-11-20,2019,Nov,2019-2020,1,,9,,,,,
2019-11-21,2019,Nov,2019-2020,1,,9,,,,,
2019-11-22,2019,Nov,2019-2020,1,,9,,,,,
2019-11-23,2019,Nov,2019-2020,1,,9,,,,,
2019-11-24,2019,Nov,2019-2020,1,,9,,,,,
2019-11-25,2019,Nov,2019-2020,1,,9,,,,,
2019-11-26,2019,Nov,2019-2020,1,,9,,,,,
2019-11-27,2019,Nov,2019-2020,1,,9,,,,,
2019-11-28,2019,Nov,2019-2020,1,,9,,,,,
2019-11-29,2019,Nov,2019-2020,1,,9,,,,,
2019-11-30,2019,Nov,2019-2020,1,,9,,,,,
2019-12-01,2019,Dec,2019-2020,1,,9,,,,,
2019-12-02,2019,Dec,2019-2020,1,,9,,,,,
2019-12-03,2019,Dec,2019-2020,1,,9,,,,,
2019-12-04,2019,Dec,2019-2020,1,,9,,,,,
2019-12-05,2019,Dec,2019-2020,1,,9,,,,,
2019-12-06,2019,Dec,2019-2020,1,,9,,,,,
2019-12-07,2019,Dec,2019-2020,1,,9,,,,,
2019-12-08,2019,Dec,2019-2020,1,,9,,,,,
2019-12-09,2019,Dec,2019-2020,1,,9,,,,,
2019-12-10,2019,Dec,2019-2020,1,,9,,,,,
2019-12-11,2019,Dec,2019-2020,1,,9,,,,,
2019-12-12,2019,Dec,2019-2020,1,,9,,,,,
2019-12-13,2019,Dec,2019-2020,1,,9,,,,,
2019-12-14,2019,Dec,2019-2020,1,,9,,,,,
2019-12-15,2019,Dec,2019-2020,1,,9,,,,,
2019-12-16,2019,Dec,2019-2020,1,,9,,,,,
2019-12-17,2019,Dec,2019-2020,1,,9,,,,,
2019-12-18,2019,Dec,2019-2020,1,,9,,,,,
2019-12-19,2019,Dec,2019-2020,1,,9,,,,,
2019-12-20,2019,Dec,2019-2020,1,,9,,,,,
2019-12-21,2019,Dec,2019-2020,1,,9,,,,,
2019-12-22,2019,Dec,2019-2020,1,,9,,,,,
2019-12-23,2019,Dec,2019-2020,1,,9,,,,,
2019-12-24,2019,Dec,2019-2020,1,,9,,,,,
2019-12-25,2019,Dec,2019-2020,1,,9,,,,,
2019-12-26,2019,Dec,2019-2020,1,,9,,,,,
2019-12-27,2019,Dec,2019-2020,1,,9,,,,,
2019-12-28,2019,Dec,2019-2020,1,,9,,,,,
2019-12-29,2019,Dec,2019-2020,1,,9,,,,,
2019-12-30,2019,Dec,2019-2020,1,,9,,,,,
2019-12-31,2019,Dec,2019-2020,1,,9,,,,,
2020-01-01,2020,Jan,2019-2020,1,,9,,,,,
2020-01-02,2020,Jan,2019-2020,1,,9,,,,,
2020-01-03,2020,Jan,2019-2020,1,,9,,,,,
2020-01-04,2020,Jan,2019-2020,1,,9,,,,,
2020-01-05,2020,Jan,2019-2020,1,,9,,,,,
2020-01-06,2020,Jan,2019-2020,1,,9,,,,,
2020-01-07,2020,Jan,2019-2020,1,,9,,,,,
2020-01-08,2020,Jan,2019-2020,1,,9,,,,,
2020-01-09,2020,Jan,2019-2020,1,,9,,,,,
2020-01-10,2020,Jan,2019-2020,1,,9,,,,,
2020-01-11,2020,Jan,2019-2020,1,,9,,,,,
2020-01-12,2020,Jan,2019-2020,1,,9,,,,,
2020-01-13,2020,Jan,2019-2020,1,,9,,,,,
2020-01-14,2020,Jan,2019-2020,1,,9,,,,,
2020-01-15,2020,Jan,2019-2020,1,,9,,,,,
2020-01-16,2020,Jan,2019-2020,1,,9,,,,,
2020-01-17,2020,Jan,2019-2020,1,,9,,,,,
2020-01-18,2020,Jan,2019-2020,1,,9,,,,,
2020-01-19,2020,Jan,2019-2020,1,,9,,,,,
2020-01-20,2020,Jan,2019-2020,1,,9,,,,,
2020-01-21,2020,Jan,2019-2020,1,,9,,,,,
2020-01-22,2020,Jan,2019-2020,1,,9,,,,,
2020-01-23,2020,Jan,2019-2020,1,,9,,,,,
2020-01-24,2020,Jan,2019-2020,1,,9,,,,,
2020-01-25,2020,Jan,2019-2020,1,,9,,,,,
2020-01-26,2020,Jan,2019-2020,1,,9,,,,,
2020-01-27,2020,Jan,2019-2020,1,,9,,,,,
2020-01-28,2020,Jan,2019-2020,1,,9,,,,,
2020-01-29,2020,Jan,2019-2020,1,,9,,,,,
2020-01-30,2020,Jan,2019-2020,1,,9,,,,,
2020-01-31,2020,Jan,2019-2020,1,,9,,,,,
2020-02-01,2020,Feb,2019-2020,1,,9,,,,,
2020-02-02,2020,Feb,2019-2020,1,,9,,,,,
2020-02-03,2020,Feb,2019-2020,1,,9,,,,,
2020-02-04,2020,Feb,2019-2020,1,,9,,,,,
2020-02-05,2020,Feb,2019-2020,1,,9,,,,,
2020-02-06,2020,Feb,2019-2020,1,,9,,,,,
2020-02-07,2020,Feb,2019-2020,1,,9,,,,,
2020-02-08,2020,Feb,2019-2020,1,,9,,,,,
2020-02-09,2020,Feb,2019-2020,1,,9,,,,,
2020-02-10,2020,Feb,2019-2020,1,,9,,,,,
2020-02-11,2020,Feb,2019-2020,1,,9,,,,,
2020-02-12,2020,Feb,2019-2020,1,,9,,,,,
2020-02-13,2020,Feb,2019-2020,1,,9,,,,,
2020-02-14,2020,Feb,2019-2020,1,,9,,,,,
2020-02-15,2020,Feb,2019-2020,1,,9,,,,,
2020-02-16,2020,Feb,2019-2020,1,,9,,,,,
2020-02-17,2020,Feb,2019-2020,1,,9,,,,,
2020-02-18,2020,Feb,2019-2020,1,,9,,,,,
2020-02-19,2020,Feb,2019-2020,1,,9,,,,,
2020-02-20,2020,Feb,2019-2020,1,,9,,,,,
2020-02-21,2020,Feb,2019-2020,1,,9,,,,,
2020-02-22,2020,Feb,2019-2020,1,,9,,,,,
2020-02-23,2020,Feb,2019-2020,1,,9,,,,,
2020-02-24,2020,Feb,2019-2020,1,,9,,,,,
2020-02-25,2020,Feb,2019-2020,1,,9,,,,,
2020-02-26,2020,Feb,2019-2020,1,,9,,,,,
2020-02-27,2020,Feb,2019-2020,1,,9,,,,,
2020-02-28,2020,Feb,2019-2020,1,,9,,,,,
2020-02-29,2020,Feb,2019-2020,1,,9,,,,,
2020-03-01,2020,Mar,2019-2020,1,,9,,,,,
2020-03-02,2020,Mar,2019-2020,1,,9,,,,,
2020-03-03,2020,Mar,2019-2020,1,,9,,,,,
2020-03-04,2020,Mar,2019-2020,1,,9,,,,,
2020-03-05,2020,Mar,2019-2020,1,,9,,,,,
2020-03-06,2020,Mar,2019-2020,1,,9,,,,,
2020-03-07,2020,Mar,2019-2020,1,,9,,,,,
2020-03-08,2020,Mar,2019-2020,1,,9,,,,,
2020-03-09,2020,Mar,2019-2020,1,,9,,,,,
2020-03-10,2020,Mar,2019-2020,1,,9,,,,,
2020-03-11,2020,Mar,2019-2020,1,,9,,,,,
2020-03-12,2020,Mar,2019-2020,1,,9,,,,,
2020-03-13,2020,Mar,2019-2020,1,,9,,,,,
2020-03-14,2020,Mar,2019-2020,1,,9,,,,,
2020-03-15,2020,Mar,2019-2020,1,,9,,,,,
2020-03-16,2020,Mar,2019-2020,1,,9,,,,,
2020-03-17,2020,Mar,2019-2020,1,,9,,,,,
2020-03-18,2020,Mar,2019-2020,1,,9,,,,,
2020-03-19,2020,Mar,2019-2020,1,,9,,,,,
2020-03-20,2020,Mar,2019-2020,1,,9,,,,,
2020-03-21,2020,Mar,2019-2020,1,,9,,,,,
2020-03-22,2020,Mar,2019-2020,1,,9,,,,,
2020-03-23,2020,Mar,2019-2020,1,,9,,,,,
2020-03-24,2020,Mar,2019-2020,1,,9,,,,,
2020-03-25,2020,Mar,2019-2020,1,,9,,,,,
2020-03-26,2020,Mar,2019-2020,1,,9,,,,,
2020-03-27,2020,Mar,2019-2020,1,,9,,,,,
2020-03-28,2020,Mar,2019-2020,1,,9,,,,,
2020-03-29,2020,Mar,2019-2020,1,,9,,,,,
2020-03-30,2020,Mar,2019-2020,1,,9,,,,,
2020-03-31,2020,Mar,2019-2020,1,,9,,,,,
2020-04-01,2020,Apr,2019-2020,1,,9,,,,,
2020-04-02,2020,Apr,2019-2020,1,,9,,,,,
2020-04-03,2020,Apr,2019-2020,1,,9,,,,,
2020-04-04,2020,Apr,2019-2020,1,,9,,,,,
2020-04-05,2020,Apr,2019-2020,1,,9,,,,,
2020-04-06,2020,Apr,2019-2020,1,,9,,,,,
2020-04-07,2020,Apr,2019-2020,1,,9,,,,,
2020-04-08,2020,Apr,2019-2020,1,,9,,,,,
2020-04-09,2020,Apr,2019-2020,1,,9,,,,,
2020-04-10,2020,Apr,2019-2020,1,,9,,,,,
2020-04-11,2020,Apr,2019-2020,1,,9,,,,,
2020-04-12,2020,Apr,2019-2020,1,,9,,,,,
2020-04-13,2020,Apr,2019-2020,1,,9,,,,,
2020-04-14,2020,Apr,2019-2020,1,,9,,,,,
2020-04-15,2020,Apr,2019-2020,1,,9,,,,,
2020-04-16,2020,Apr,2019-2020,1,,9,,,,,
2020-04-17,2020,Apr,2019-2020,1,,9,,,,,
2020-04-18,2020,Apr,2019-2020,1,,9,,,,,
2020-04-19,2020,Apr,2019-2020,1,,9,,,,,
2020-04-20,2020,Apr,2019-2020,1,,9,,,,,
2020-04-21,2020,Apr,2019-2020,1,,9,,,,,
2020-04-22,2020,Apr,2019-2020,1,,9,,,,,
2020-04-23,2020,Apr,2019-2020,1,,9,,,,,
2020-04-24,2020,Apr,2019-2020,1,,9,,,,,
2020-04-25,2020,Apr,2019-2020,1,,9,,,,,
2020-04-26,2020,Apr,2019-2020,1,,9,,,,,
2020-04-27,2020,Apr,2019-2020,1,,9,,,,,
2020-04-28,2020,Apr,2019-2020,1,,9,,,,,
2020-04-29,2020,Apr,2019-2020,1,,9,,,,,
2020-04-30,2020,Apr,2019-2020,1,,9,,,,,
2020-05-01,2020,May,2019-2020,1,,9,,,,,
2020-05-02,2020,May,2019-2020,1,,9,,,,,
2020-05-03,2020,May,2019-2020,1,,9,,,,,
2020-05-04,2020,May,2019-2020,1,,9,,,,,
2020-05-05,2020,May,2019-2020,1,,9,,,,,
2020-05-06,2020,May,2019-2020,1,,9,,,,,
2020-05-07,2020,May,2019-2020,1,,9,,,,,
2020-05-08,2020,May,2019-2020,1,,9,,,,,
2020-05-09,2020,May,2019-2020,1,,9,,,,,
2020-05-10,2020,May,2019-2020,1,,9,,,,,
2020-05-11,2020,May,2019-2020,1,,9,,,,,
2020-05-12,2020,May,2019-2020,1,,9,,,,,
2020-05-13,2020,May,2019-2020,1,,9,,,,,
2020-05-14,2020,May,2019-2020,1,,9,,,,,
2020-05-15,2020,May,2019-2020,1,,9,,,,,
2020-05-16,2020,May,2019-2020,1,,9,,,,,
2020-05-17,2020,May,2019-2020,1,,9,,,,,
2020-05-18,2020,May,2019-2020,1,,9,,,,,
2020-05-19,2020,May,2019-2020,1,,9,,,,,
2020-05-20,2020,May,2019-2020,1,,9,,,,,
2020-05-21,2020,May,2019-2020,1,,9,,,,,
2020-05-22,2020,May,2019-2020,1,,9,,,,,
2020-05-23,2020,May,2019-2020,1,,9,,,,,
2020-05-24,2020,May,2019-2020,1,,9,,,,,
2020-05-25,2020,May,2019-2020,1,,9,,,,,
2020-05-26,2020,May,2019-2020,1,,9,,,,,
2020-05-27,2020,May,2019-2020,1,,9,,,,,
2020-05-28,2020,May,2019-2020,1,,9,,,,,
2020-05-29,2020,May,2019-2020,1,,9,,,,,
2020-05-30,2020,May,2019-2020,1,,9,,,,,
2020-05-31,2020,May,2019-2020,1,,9,,,,,
2020-06-01,2020,Jun,2019-2020,1,,9,,,,,
2020-06-02,2020,Jun,2019-2020,1,,9,,,,,
2020-06-03,2020,Jun,2019-2020,1,,9,,,,,
2020-06-04,2020,Jun,2019-2020,1,,9,,,,,
2020-06-05,2020,Jun,2019-2020,1,,9,,,,,
2020-06-06,2020,Jun,2019-2020,1,,9,,,,,
2020-06-07,2020,Jun,2019-2020,1,,9,,,,,
2020-06-08,2020,Jun,2019-2020,1,,9,,,,,
2020-06-09,2020,Jun,2019-2020,1,,9,,,,,
2020-06-10,2020,Jun,2019-2020,1,,9,,,,,
2020-06-11,2020,Jun,2019-2020,1,,9,,,,,
2020-06-12,2020,Jun,2019-2020,1,,9,,,,,
2020-06-13,2020,Jun,2019-2020,1,,9,,,,,
2020-06-14,2020,Jun,2019-2020,1,,9,,,,,
2020-06-15,2020,Jun,2019-2020,1,,9,,,,,
2020-06-16,2020,Jun,2019-2020,1,,9,,,,,
2020-06-17,2020,Jun,2019-2020,1,,9,,,,,
2020-06-18,2020,Jun,2019-2020,1,,9,,,,,
2020-06-19,2020,Jun,2019-2020,1,,9,,,,,
2020-06-20,2020,Jun,2019-2020,1,,9,,,,,
2020-06-21,2020,Jun,2019-2020,1,,9,,,,,
2020-06-22,2020,Jun,2019-2020,1,,9,,,,,
2020-06-23,2020,Jun,2019-2020,1,,9,,,,,
2020-06-24,2020,Jun,2019-2020,1,,9,,,,,
2020-06-25,2020,Jun,2019-2020,1,,9,,,,,
2020-06-26,2020,Jun,2019-2020,1,,9,,,,,
2020-06-27,2020,Jun,2019-2020,1,,9,,,,,
2020-06-28,2020,Jun,2019-2020,1,,9,,,,,
2020-06-29,2020,Jun,2019-2020,1,,9,,,,,
2020-06-30,2020,Jun,2019-2020,1,,9,,,,,
2020-07-01,2020,Jul,2019-2020,1,,9,,,,,
2020-07-02,2020,Jul,2019-2020,1,,9,,,,,
2020-07-03,2020,Jul,2019-2020,1,,9,,,,,
2020-07-04,2020,Jul,2019-2020,1,,9,,,,,
2020-07-05,2020,Jul,2019-2020,1,,9,,,,,
2020-07-06,2020,Jul,2019-2020,1,,9,,,,,
2020-07-07,2020,Jul,2019-2020,1,,9,,,,,
2020-07-08,2020,Jul,2019-2020,1,,9,,,,,
2020-07-09,2020,Jul,2019-2020,1,,9,,,,,
2020-07-10,2020,Jul,2019-2020,1,"MV:10 of 24 missing:1 of 24 flagged",3,13.75,13.702,13.75,13.654,13.942
2020-07-11,2020,Jul,2019-2020,1,,2,13.846,13.754,13.6967708333333,13.269,13.846
2020-07-12,2020,Jul,2019-2020,1,,2,13.654,13.798,13.6575833333333,13.173,14.038
2020-07-13,2020,Jul,2019-2020,1,"MV:10 of 24 missing:2 of 24 flagged",3,13.942,13.5095,13.6039880952381,13.365,14.038
2020-07-14,2020,Jul,2019-2020,1,,2,14.421,14.17,14.1261267361111,13.654,14.613
2020-07-15,2020,Jul,2019-2020,1,,2,14.134,14.421,14.3610815972222,14.134,14.517
2020-07-16,2020,Jul,2019-2020,1,,2,14.325,14.206,14.2686545138889,14.134,14.613
2020-07-17,2020,Jul,2019-2020,1,,2,14.134,14.421,14.5298315972222,14.134,15.282
2020-07-18,2020,Jul,2019-2020,1,,2,14.038,14.565,14.5363611111111,13.846,14.9
2020-07-19,2020,Jul,2019-2020,1,,2,13.269,14.577,14.5388350694444,13.269,15.187
2020-07-20,2020,Jul,2019-2020,1,,2,14.134,14.2775,14.297609375,13.269,15.282
2020-07-21,2020,Jul,2019-2020,1,,2,13.75,14.481,14.5093263888889,13.365,15.378
2020-07-22,2020,Jul,2019-2020,1,,2,14.134,14.577,14.3961736111111,13.173,15.378
2020-07-23,2020,Jul,2019-2020,1,,2,14.709,14.11,13.9001545138889,12.497,15.187
2020-07-24,2020,Jul,2019-2020,1,,2,14.421,13.846,13.7351319444444,12.207,14.996
2020-07-25,2020,Jul,2019-2020,1,,2,14.9,13.798,13.7649184027778,12.98,14.9
2020-07-26,2020,Jul,2019-2020,1,,2,14.517,13.87,13.964984375,12.883,14.996
2020-07-27,2020,Jul,2019-2020,1,,2,14.996,14.098,14.123203125,13.173,14.996
2020-07-28,2020,Jul,2019-2020,1,,2,14.23,14.098,14.1897743055556,13.269,15.473
2020-07-29,2020,Jul,2019-2020,1,,2,14.421,14.026,13.9983072916667,13.076,14.9
2020-07-30,2020,Jul,2019-2020,1,,2,14.517,14.2775,14.2234513888889,13.076,15.473
2020-07-31,2020,Jul,2019-2020,1,,2,13.846,14.7205,14.4984774305556,12.883,15.76
2020-08-01,2020,Aug,2019-2020,1,,2,14.9,14.816,14.6648645833333,12.013,15.951
2020-08-02,2020,Aug,2019-2020,1,,2,15.473,15.079125,14.7029982638889,12.787,15.855
2020-08-03,2020,Aug,2019-2020,1,,2,14.038,15.139,15.1411857638889,13.461,16.618
2020-08-04,2020,Aug,2019-2020,1,,2,13.365,15.437375,15.1329461805556,12.883,16.523
2020-08-05,2020,Aug,2019-2020,1,,2,15.378,15.664,15.2253454861111,12.787,15.951
2020-08-06,2020,Aug,2019-2020,1,,2,15.76,15.246375,15.0023229166667,13.654,15.76
2020-08-07,2020,Aug,2019-2020,1,,2,14.996,14.816,14.7348888888889,13.558,15.76
2020-08-08,2020,Aug,2019-2020,1,,2,15.569,15.091,15.0680399305555,14.23,15.855
2020-08-09,2020,Aug,2019-2020,1,,2,15.282,15.187,15.215796875,14.996,15.569
2020-08-10,2020,Aug,2019-2020,1,,2,15.378,15.282,15.2495486111111,14.9,15.473
2020-08-11,2020,Aug,2019-2020,1,,2,15.378,15.282,15.3081111111111,14.804,15.664
2020-08-12,2020,Aug,2019-2020,1,,2,15.473,15.413625,15.427390625,15.091,15.855
2020-08-13,2020,Aug,2019-2020,1,,2,15.378,15.521,15.4873246527778,14.996,15.664
2020-08-14,2020,Aug,2019-2020,1,,2,14.9,15.473,15.2351354166667,14.517,15.569
2020-08-15,2020,Aug,2019-2020,1,,2,15.091,15.0435,15.1533142361111,14.9,15.855
2020-08-16,2020,Aug,2019-2020,1,,2,14.804,15.389875,15.3569635416667,14.709,16.141
2020-08-17,2020,Aug,2019-2020,1,,2,14.613,15.437375,15.3308315972222,14.325,15.951
2020-08-18,2020,Aug,2019-2020,1,,2,14.9,15.628375,15.4579878472222,14.661,16.141
2020-08-19,2020,Aug,2019-2020,1,,2,15.091,15.6165,15.4635850694444,14.613,16.046
2020-08-20,2020,Aug,2019-2020,1,,2,15.091,15.2345,15.1414861111111,14.613,15.473
2020-08-21,2020,Aug,2019-2020,1,,2,15.091,15.187,15.1636597222222,14.996,15.282
2020-08-22,2020,Aug,2019-2020,1,,2,15.378,15.198875,15.2586822916667,15.091,15.473
2020-08-23,2020,Aug,2019-2020,1,,2,15.664,15.282,15.3765868055556,14.996,15.76
2020-08-24,2020,Aug,2019-2020,1,,2,15.282,15.473,15.4891284722222,15.282,15.76
2020-08-25,2020,Aug,2019-2020,1,,2,15.473,15.378,15.3985711805556,15.282,15.664
2020-08-26,2020,Aug,2019-2020,1,,2,15.76,15.378,15.422390625,15.187,15.855
2020-08-27,2020,Aug,2019-2020,1,,2,15.664,15.437375,15.4588472222222,15.187,15.76
2020-08-28,2020,Aug,2019-2020,1,,2,15.664,15.473,15.5229513888889,15.378,15.664
2020-08-29,2020,Aug,2019-2020,1,,2,15.282,15.401625,15.43071875,14.996,15.664
2020-08-30,2020,Aug,2019-2020,1,,2,15.378,15.378,15.3611666666667,15.282,15.378
2020-08-31,2020,Aug,2019-2020,1,,2,14.996,15.25825,15.1840798611111,14.9,15.378
2020-09-01,2020,Sep,2019-2020,1,,2,15.187,15.187,15.1547100694444,14.996,15.187
2020-09-02,2020,Sep,2019-2020,1,,2,14.996,15.091,15.1492413194444,14.9,15.473
2020-09-03,2020,Sep,2019-2020,1,,2,14.9,15.187,15.1617708333333,14.804,15.378
2020-09-04,2020,Sep,2019-2020,1,,2,14.996,15.091,15.0817291666667,14.804,15.378
2020-09-05,2020,Sep,2019-2020,1,,2,14.804,15.175,15.1426805555556,14.804,15.378
2020-09-06,2020,Sep,2019-2020,1,,2,14.613,14.864125,14.8379565972222,14.517,15.091
2020-09-07,2020,Sep,2019-2020,1,,2,15.378,14.613,14.6950607638889,14.23,15.664
2020-09-08,2020,Sep,2019-2020,1,,2,14.613,14.792125,14.7883420138889,14.517,15.473
2020-09-09,2020,Sep,2019-2020,1,,2,14.709,14.601,14.5328958333333,14.134,14.804
2020-09-10,2020,Sep,2019-2020,1,,2,14.804,14.709,14.704453125,14.517,14.804
2020-09-11,2020,Sep,2019-2020,1,,2,15.091,14.852,14.8503350694444,14.709,15.091
2020-09-12,2020,Sep,2019-2020,1,,2,14.996,14.996,14.9519635416667,14.613,15.187
2020-09-13,2020,Sep,2019-2020,1,,2,14.613,14.84,14.8314704861111,14.325,15.187
2020-09-14,2020,Sep,2019-2020,1,,2,15.091,14.804,14.7874618055556,14.421,15.091
2020-09-15,2020,Sep,2019-2020,1,,2,14.9,15.079125,14.9945190972222,14.421,15.282
2020-09-16,2020,Sep,2019-2020,1,,2,14.517,15.091,14.9966996527778,14.134,15.378
2020-09-17,2020,Sep,2019-2020,1,,2,13.942,14.888,14.8303663194444,13.942,15.378
2020-09-18,2020,Sep,2019-2020,1,,2,13.654,14.673,14.6398472222222,13.654,15.091
2020-09-19,2020,Sep,2019-2020,1,,2,13.942,14.696875,14.5948680555556,13.846,15.091
2020-09-20,2020,Sep,2019-2020,1,,2,14.9,14.649,14.5631840277778,13.75,14.996
2020-09-21,2020,Sep,2019-2020,1,,2,14.9,14.517,14.4704652777778,13.846,14.996
2020-09-22,2020,Sep,2019-2020,1,,2,14.804,14.505,14.4738958333333,13.942,14.9
2020-09-23,2020,Sep,2019-2020,1,,2,14.804,14.9,14.9219444444444,14.804,15.091
2020-09-24,2020,Sep,2019-2020,1,,2,14.804,14.804,14.8186666666667,14.804,14.9
2020-09-25,2020,Sep,2019-2020,1,,2,14.517,14.613,14.6141371527778,14.517,14.804
2020-09-26,2020,Sep,2019-2020,1,,2,14.517,14.517,14.521,14.421,14.613
2020-09-27,2020,Sep,2019-2020,1,,2,14.325,14.421,14.42,14.325,14.517
2020-09-28,2020,Sep,2019-2020,1,,2,13.076,13.558,13.738140625,13.076,14.325
2020-09-29,2020,Sep,2019-2020,1,,2,12.401,13.269,13.1901857638889,12.304,13.846
2020-09-30,2020,Sep,2019-2020,1,,2,13.269,13.257,13.2111666666667,12.401,13.654
