Date,Year,Month,WaterYear,TWtrChoked_sandspit_sgrassQ_level,TWtrChoked_sandspit_sgrassQ_flags,TWtrChoked_sandspit_sgrassUNESCO_Q_level,TWtrChoked_sandspit_sgrass,TWtrChoked_sandspit_sgrassMed,TWtrChoked_sandspit_sgrassAvg,TWtrChoked_sandspit_sgrassMin,TWtrChoked_sandspit_sgrassMax
2020-08-28,2020,Aug,2019-2020,1,,2,14.038,14.616875,14.6235,13.654,15.569
2020-08-29,2020,Aug,2019-2020,1,,2,13.269,14.169875,14.3091770833333,13.269,15.091
2020-08-30,2020,Aug,2019-2020,1,,2,13.75,13.826,13.7426979166667,12.787,14.23
2020-08-31,2020,Aug,2019-2020,1,,2,14.613,14.553,14.4541145833333,13.75,14.996
2020-09-01,2020,Sep,2019-2020,1,,2,14.996,14.393,14.3911770833333,13.75,14.996
2020-09-02,2020,Sep,2019-2020,1,,2,13.942,13.982,14.0405,12.69,14.9001666666667
2020-09-03,2020,Sep,2019-2020,1,,2,14.709,13.618,13.68921875,12.497,14.709
2020-09-04,2020,Sep,2019-2020,1,,2,13.558,13.874,13.8716354166667,12.69,14.709
2020-09-05,2020,Sep,2019-2020,1,,2,13.173,13.0840833333333,13.0741770833333,12.594,13.5098333333333
2020-09-06,2020,Sep,2019-2020,1,,2,13.942,13.273,13.3006979166667,12.497,14.038
2020-09-07,2020,Sep,2019-2020,1,,2,12.787,12.8550416666667,12.9087395833333,11.916,13.942
2020-09-08,2020,Sep,2019-2020,1,,2,14.9,13.0199166666667,13.20771875,12.401,14.9
2020-09-09,2020,Sep,2019-2020,1,,2,14.23,13.6619166666667,13.5479166666667,12.594,14.8681666666667
2020-09-10,2020,Sep,2019-2020,1,,2,13.461,13.922,13.8116979166667,12.98,14.613
2020-09-11,2020,Sep,2019-2020,1,,2,13.173,13.898,13.792375,12.787,14.517
2020-09-12,2020,Sep,2019-2020,1,,2,12.69,14.2255,14.0857395833333,12.69,15.282
2020-09-13,2020,Sep,2019-2020,1,,2,12.69,14.054,13.8838541666667,12.304,15.473
2020-09-14,2020,Sep,2019-2020,1,,2,12.11,13.1080833333333,13.2068125,11.916,14.804
2020-09-15,2020,Sep,2019-2020,1,,2,11.916,13.023875,13.0222708333333,11.722,14.421
2020-09-16,2020,Sep,2019-2020,1,,2,11.819,13.076,13.20346875,11.625,14.996
2020-09-17,2020,Sep,2019-2020,1,,2,13.173,12.8749583333333,12.7235416666667,11.431,13.846
2020-09-18,2020,Sep,2019-2020,1,,2,12.401,12.207,12.2447708333333,11.334,13.1408333333333
2020-09-19,2020,Sep,2019-2020,1,,2,13.75,12.4650833333333,12.5383020833333,11.431,14.23
2020-09-20,2020,Sep,2019-2020,1,,2,14.996,13.5095,13.5048541666667,11.625,14.996
2020-09-21,2020,Sep,2019-2020,1,,2,14.421,13.826,13.74640625,12.207,15.091
2020-09-22,2020,Sep,2019-2020,1,,2,13.846,13.309,13.3283645833333,12.304,14.421
2020-09-23,2020,Sep,2019-2020,1,,2,14.23,13.942,13.8378125,13.173,14.23
2020-09-24,2020,Sep,2019-2020,1,,2,14.517,14.421,14.4181979166667,14.23,14.613
2020-09-25,2020,Sep,2019-2020,1,,2,12.497,14.421,14.3381666666667,12.497,14.613
2020-09-26,2020,Sep,2019-2020,1,,2,12.98,13.2529583333333,13.2958854166667,12.5935,13.75
2020-09-27,2020,Sep,2019-2020,1,,2,12.11,12.5010416666667,12.5522708333333,11.916,13.173
2020-09-28,2020,Sep,2019-2020,1,,2,11.819,11.819,11.8058645833333,11.722,12.0938333333333
2020-09-29,2020,Sep,2019-2020,1,,2,11.819,11.8149583333333,11.7765625,11.625,11.916
2020-09-30,2020,Sep,2019-2020,1,,2,12.013,11.8675,11.8957916666667,11.722,12.11
2020-10-01,2020,Oct,2020-2021,1,,2,12.304,12.11,12.16353125,11.916,12.594
2020-10-02,2020,Oct,2020-2021,1,,2,12.304,12.304,12.3277708333333,11.819,12.98
2020-10-03,2020,Oct,2020-2021,1,,2,12.497,12.3120833333333,12.25121875,11.528,12.594
2020-10-04,2020,Oct,2020-2021,1,,2,12.497,12.219125,12.2047916666667,11.528,12.594
2020-10-05,2020,Oct,2020-2021,1,,2,12.787,12.3484583333333,12.3146875,11.528,12.787
2020-10-06,2020,Oct,2020-2021,1,,2,12.401,12.5455,12.4909166666667,11.722,12.883
2020-10-07,2020,Oct,2020-2021,1,,2,12.207,12.2474166666667,12.2433125,12.013,12.497
2020-10-08,2020,Oct,2020-2021,1,,2,12.304,12.13425,12.1049479166667,11.819,12.304
2020-10-09,2020,Oct,2020-2021,1,,2,12.304,12.207,12.1787083333333,12.013,12.304
2020-10-10,2020,Oct,2020-2021,1,,2,12.304,12.304,12.3181458333333,12.207,12.401
2020-10-11,2020,Oct,2020-2021,1,,2,12.207,12.2999583333333,12.2625729166667,12.207,12.304
2020-10-12,2020,Oct,2020-2021,1,,2,12.11,12.1989166666667,12.1817395833333,12.11,12.304
2020-10-13,2020,Oct,2020-2021,1,,2,11.819,12.1059583333333,12.0625104166667,11.819,12.304
2020-10-14,2020,Oct,2020-2021,1,,2,11.819,11.9079166666667,11.8877083333333,11.625,12.11
2020-10-15,2020,Oct,2020-2021,1,,2,11.528,11.625,11.61590625,11.334,11.819
2020-10-16,2020,Oct,2020-2021,1,,2,11.722,11.722,11.7078541666667,11.528,11.819
2020-10-17,2020,Oct,2020-2021,1,,2,11.334,11.334,11.3194166666667,11.139,11.722
2020-10-18,2020,Oct,2020-2021,1,,2,11.334,11.2441666666667,11.2606041666667,11.041,11.528
2020-10-19,2020,Oct,2020-2021,1,,2,11.236,11.2645833333333,11.2535,11.041,11.431
2020-10-20,2020,Oct,2020-2021,1,,2,11.139,11.041,11.06653125,10.944,11.236
2020-10-21,2020,Oct,2020-2021,1,,2,11.041,11.1349166666667,11.1498958333333,10.944,11.431
2020-10-22,2020,Oct,2020-2021,1,,2,11.236,11.236,11.25046875,11.041,11.431
2020-10-23,2020,Oct,2020-2021,1,,2,10.455,10.9520833333333,10.87634375,10.357,11.334
2020-10-24,2020,Oct,2020-2021,1,,2,10.063,10.504,10.6034166666667,10.063,11.236
2020-10-25,2020,Oct,2020-2021,1,,2,10.063,10.1691666666667,10.1691458333333,9.768,10.455
2020-10-26,2020,Oct,2020-2021,1,,2,10.259,10.161,10.0812291666667,9.866,10.357
2020-10-27,2020,Oct,2020-2021,1,,2,10.553,10.357,10.3253541666667,10.063,10.553
2020-10-28,2020,Oct,2020-2021,1,,2,10.651,10.553,10.5662708333333,10.455,10.651
2020-10-29,2020,Oct,2020-2021,1,,2,10.651,10.651,10.6244375,10.553,10.748
2020-10-30,2020,Oct,2020-2021,1,,2,10.357,10.357,10.3723125,10.259,10.6346666666667
2020-10-31,2020,Oct,2020-2021,1,,2,10.259,10.259,10.2620625,10.161,10.357
2020-11-01,2020,Nov,2020-2021,1,,2,10.161,10.161,10.1701875,10.063,10.259
2020-11-02,2020,Nov,2020-2021,1,,2,10.161,10.259,10.2345,10.161,10.259
2020-11-03,2020,Nov,2020-2021,1,,2,10.161,10.259,10.2345,10.161,10.259
2020-11-04,2020,Nov,2020-2021,1,,2,10.063,10.161,10.1742708333333,10.063,10.259
2020-11-05,2020,Nov,2020-2021,1,,2,9.965,9.965,9.9700625,9.866,10.063
2020-11-06,2020,Nov,2020-2021,1,,2,9.768,9.92795833333333,9.88273958333333,9.571,9.965
2020-11-07,2020,Nov,2020-2021,1,,2,9.571,9.866,9.83957291666667,9.472,10.063
2020-11-08,2020,Nov,2020-2021,1,,2,9.669,9.694,9.725625,9.472,9.866
2020-11-09,2020,Nov,2020-2021,1,,2,9.275,9.377125,9.3568125,8.978,9.669
2020-11-10,2020,Nov,2020-2021,1,,2,9.176,9.176,9.17073958333333,8.978,9.472
2020-11-11,2020,Nov,2020-2021,1,,2,9.472,9.426625,9.44010416666667,9.1925,9.768
2020-11-12,2020,Nov,2020-2021,1,,2,9.275,9.176,9.16144791666667,8.879,9.4555
2020-11-13,2020,Nov,2020-2021,1,,2,9.275,9.275,9.2541875,9.176,9.373
2020-11-14,2020,Nov,2020-2021,1,,2,9.373,9.270875,9.23660416666667,8.879,9.472
2020-11-15,2020,Nov,2020-2021,1,,2,9.275,9.275,9.28822916666667,9.176,9.373
2020-11-16,2020,Nov,2020-2021,1,,2,9.373,9.275,9.28202083333334,9.176,9.472
2020-11-17,2020,Nov,2020-2021,1,,2,9.176,9.176,9.21298958333333,8.978,9.472
2020-11-18,2020,Nov,2020-2021,1,,2,9.077,9.077,9.09246875,8.879,9.275
2020-11-19,2020,Nov,2020-2021,1,,2,8.978,8.982125,9.01821875,8.978,9.077
2020-11-20,2020,Nov,2020-2021,1,,2,8.978,9.06875,9.03575,8.978,9.077
2020-11-21,2020,Nov,2020-2021,1,,2,9.077,9.077,9.06565625,8.978,9.077
2020-11-22,2020,Nov,2020-2021,1,,2,9.077,9.077,9.0749375,8.978,9.176
2020-11-23,2020,Nov,2020-2021,1,,2,9.077,9.16775,9.1265,9.077,9.176
2020-11-24,2020,Nov,2020-2021,1,,2,8.879,9.077,9.0749375,8.879,9.176
2020-11-25,2020,Nov,2020-2021,1,,2,8.879,8.88725,8.92229166666667,8.779,9.077
2020-11-26,2020,Nov,2020-2021,1,,2,8.879,8.978,8.94908333333333,8.779,8.978
2020-11-27,2020,Nov,2020-2021,1,,2,8.879,8.879,8.87045833333333,8.779,8.978
2020-11-28,2020,Nov,2020-2021,1,,2,8.879,8.79145833333333,8.8185625,8.68,8.978
2020-11-29,2020,Nov,2020-2021,1,,2,8.779,8.779,8.80920833333333,8.779,8.879
2020-11-30,2020,Nov,2020-2021,1,,2,8.879,8.68,8.67683333333333,8.282,8.879
2020-12-01,2020,Dec,2020-2021,1,,2,8.382,8.68,8.66861458333334,8.382,8.879
2020-12-02,2020,Dec,2020-2021,1,,2,8.282,8.382,8.37022916666666,8.082,8.581
2020-12-03,2020,Dec,2020-2021,1,,2,8.282,8.282,8.28404166666667,8.082,8.481
2020-12-04,2020,Dec,2020-2021,1,,2,8.581,8.481,8.44496875,8.282,8.581
2020-12-05,2020,Dec,2020-2021,1,,2,8.68,8.581,8.61709375,8.581,8.68
2020-12-06,2020,Dec,2020-2021,1,,2,8.68,8.68,8.6944375,8.68,8.779
2020-12-07,2020,Dec,2020-2021,1,,2,8.68,8.779,8.7645625,8.68,8.779
2020-12-08,2020,Dec,2020-2021,1,,2,8.581,8.68,8.65417708333334,8.481,8.68
2020-12-09,2020,Dec,2020-2021,1,,2,8.481,8.57266666666667,8.55902083333334,8.382,8.68
2020-12-10,2020,Dec,2020-2021,1,,2,8.182,8.481,8.48221875,8.182,8.581
2020-12-11,2020,Dec,2020-2021,1,,2,8.382,8.37783333333333,8.3671875,8.21533333333333,8.481
2020-12-12,2020,Dec,2020-2021,1,,2,8.282,8.182,8.17064583333333,7.983,8.481
2020-12-13,2020,Dec,2020-2021,1,,2,8.182,8.082,8.09983333333333,7.882,8.282
2020-12-14,2020,Dec,2020-2021,1,,2,8.182,8.17366666666667,8.140375,7.983,8.282
2020-12-15,2020,Dec,2020-2021,1,,2,8.382,8.282,8.26325,8.182,8.382
2020-12-16,2020,Dec,2020-2021,1,,2,8.481,8.481,8.44707291666667,8.282,8.581
2020-12-17,2020,Dec,2020-2021,1,,2,8.481,8.481,8.43766666666666,8.282,8.481
2020-12-18,2020,Dec,2020-2021,1,,2,8.282,8.382,8.41492708333333,8.282,8.581
2020-12-19,2020,Dec,2020-2021,1,,2,8.382,8.332,8.32679166666667,8.182,8.382
2020-12-20,2020,Dec,2020-2021,1,,2,8.282,8.282,8.310125,8.282,8.382
2020-12-21,2020,Dec,2020-2021,1,,2,8.182,8.282,8.272625,8.082,8.382
2020-12-22,2020,Dec,2020-2021,1,,2,8.082,8.21116666666667,8.19772916666667,7.882,8.382
2020-12-23,2020,Dec,2020-2021,1,,2,7.782,7.882,7.94985416666667,7.782,8.282
2020-12-24,2020,Dec,2020-2021,1,,2,7.983,7.882,7.86761458333334,7.582,7.983
2020-12-25,2020,Dec,2020-2021,1,,2,7.582,7.91145833333333,7.92198958333333,7.582,8.082
2020-12-26,2020,Dec,2020-2021,1,,2,7.882,7.81116666666667,7.8165625,7.582,7.983
2020-12-27,2020,Dec,2020-2021,1,,2,7.582,7.61116666666667,7.64952083333333,7.481,7.882
2020-12-28,2020,Dec,2020-2021,1,,2,7.882,7.6945,7.73933333333333,7.481,7.983
2020-12-29,2020,Dec,2020-2021,1,,2,7.28,7.38933333333333,7.409875,6.978,7.86533333333333
2020-12-30,2020,Dec,2020-2021,1,,2,7.882,7.682,7.65870833333333,7.28,7.882
2020-12-31,2020,Dec,2020-2021,1,,2,7.882,7.79033333333333,7.82377083333333,7.682,8.082
2021-01-01,2021,Jan,2020-2021,1,,2,7.983,7.97879166666667,7.93982291666667,7.782,8.082
2021-01-02,2021,Jan,2020-2021,1,,2,8.182,8.077875,8.06994791666667,7.983,8.182
2021-01-03,2021,Jan,2020-2021,1,,2,8.082,8.25283333333333,8.23929166666666,8.082,8.382
2021-01-04,2021,Jan,2020-2021,1,,2,8.182,8.282,8.247625,8.082,8.382
2021-01-05,2021,Jan,2020-2021,1,,2,8.182,8.182,8.16741666666666,8.082,8.182
2021-01-06,2021,Jan,2020-2021,1,,2,7.983,8.082,8.07996875,7.983,8.182
2021-01-07,2021,Jan,2020-2021,1,,2,8.082,8.082,8.07492708333333,7.983,8.182
2021-01-08,2021,Jan,2020-2021,1,,2,7.983,8.082,8.09142708333333,7.983,8.182
2021-01-09,2021,Jan,2020-2021,1,,2,8.082,7.983,7.99219791666667,7.882,8.082
2021-01-10,2021,Jan,2020-2021,1,,2,8.082,8.082,8.08620833333333,7.983,8.182
2021-01-11,2021,Jan,2020-2021,1,,2,7.983,8.077875,8.03971875,7.983,8.082
2021-01-12,2021,Jan,2020-2021,1,,2,7.983,7.983,8.0056875,7.983,8.082
2021-01-13,2021,Jan,2020-2021,1,,2,8.082,7.88620833333333,7.92303125,7.782,8.082
2021-01-14,2021,Jan,2020-2021,1,,2,8.082,8.082,8.03435416666667,7.882,8.082
2021-01-15,2021,Jan,2020-2021,1,,2,7.983,8.053125,8.03559375,7.983,8.082
2021-01-16,2021,Jan,2020-2021,1,,2,7.983,7.983,8.00770833333333,7.882,8.082
2021-01-17,2021,Jan,2020-2021,1,,2,7.983,8.082,8.061375,7.983,8.082
2021-01-18,2021,Jan,2020-2021,1,,2,7.983,8.082,8.05322916666667,7.983,8.182
2021-01-19,2021,Jan,2020-2021,1,,2,7.983,8.082,8.04483333333333,7.882,8.082
2021-01-20,2021,Jan,2020-2021,1,,2,7.882,7.882,7.90211458333334,7.782,7.983
2021-01-21,2021,Jan,2020-2021,1,,2,7.682,7.79033333333333,7.81116666666667,7.682,7.882
2021-01-22,2021,Jan,2020-2021,1,,2,7.582,7.66945833333333,7.649625,7.481,7.782
2021-01-23,2021,Jan,2020-2021,1,,2,7.179,7.381,7.39319791666667,7.179,7.682
2021-01-24,2021,Jan,2020-2021,1,,2,7.179,7.079,7.07227083333333,6.877,7.28
2021-01-25,2021,Jan,2020-2021,1,,2,7.782,7.39770833333333,7.47263541666667,7.179,7.882
2021-01-26,2021,Jan,2020-2021,1,,2,7.079,7.27579166666667,7.29984375,6.978,7.76533333333333
2021-01-27,2021,Jan,2020-2021,1,,2,7.079,7.17066666666667,7.12479166666667,6.877,7.28
2021-01-28,2021,Jan,2020-2021,1,,2,7.582,7.179,7.22015625,6.978,7.582
2021-01-29,2021,Jan,2020-2021,1,,2,6.978,7.16645833333333,7.14991666666667,6.877,7.682
2021-01-30,2021,Jan,2020-2021,1,,2,7.28,7.08316666666667,7.0964375,6.877,7.28
2021-01-31,2021,Jan,2020-2021,1,,2,7.381,7.381,7.39434375,7.28,7.481
2021-02-01,2021,Feb,2020-2021,1,,2,7.481,7.481,7.4926875,7.381,7.582
2021-02-02,2021,Feb,2020-2021,1,,2,7.28,7.481,7.48748958333333,7.28,7.582
2021-02-03,2021,Feb,2020-2021,1,,2,7.381,7.35154166666667,7.33571875,7.179,7.481
2021-02-04,2021,Feb,2020-2021,1,,2,7.381,7.381,7.35154166666667,7.28,7.381
2021-02-05,2021,Feb,2020-2021,1,,2,7.481,7.381,7.39852083333333,7.28,7.582
2021-02-06,2021,Feb,2020-2021,1,,2,7.381,7.481,7.49697916666666,7.28,7.582
2021-02-07,2021,Feb,2020-2021,1,,2,7.28,7.41016666666667,7.41109375,7.28,7.582
2021-02-08,2021,Feb,2020-2021,1,,2,7.28,7.35575,7.33870833333333,6.978,7.682
2021-02-09,2021,Feb,2020-2021,1,,2,6.877,7.27579166666667,7.25273958333333,6.877,7.481
2021-02-10,2021,Feb,2020-2021,1,,2,7.179,6.77925,6.8395,6.573,7.28
2021-02-11,2021,Feb,2020-2021,1,,2,6.978,6.72870833333333,6.72669791666667,6.471,7.1455
2021-02-12,2021,Feb,2020-2021,1,,2,6.978,6.77925,6.83852083333334,6.674,7.179
2021-02-13,2021,Feb,2020-2021,1,,2,7.079,6.94854166666667,6.93905208333333,6.775,7.079
2021-02-14,2021,Feb,2020-2021,1,,2,7.079,7.079,7.0705,6.978,7.179
2021-02-15,2021,Feb,2020-2021,1,,2,7.079,7.079,7.07689583333333,6.978,7.079
2021-02-16,2021,Feb,2020-2021,1,,2,6.978,7.079,7.06938541666667,6.978,7.179
2021-02-17,2021,Feb,2020-2021,1,,2,7.079,7.17483333333333,7.12996875,6.978,7.28
2021-02-18,2021,Feb,2020-2021,1,,2,7.079,7.179,7.1980625,7.079,7.28
2021-02-19,2021,Feb,2020-2021,1,,2,6.978,7.079,7.07365625,6.978,7.179
2021-02-20,2021,Feb,2020-2021,1,,2,6.978,7.079,7.041125,6.978,7.079
2021-02-21,2021,Feb,2020-2021,1,,2,7.079,7.079,7.04217708333333,6.978,7.079
2021-02-22,2021,Feb,2020-2021,1,,2,6.978,7.079,7.05059375,6.978,7.079
2021-02-23,2021,Feb,2020-2021,1,,2,6.978,7.07058333333333,7.02639583333333,6.877,7.079
2021-02-24,2021,Feb,2020-2021,1,,2,7.079,6.98220833333333,7.01061458333333,6.877,7.079
2021-02-25,2021,Feb,2020-2021,1,,2,6.978,6.978,7.01271875,6.978,7.079
2021-02-26,2021,Feb,2020-2021,1,,2,7.079,6.978,6.95376041666667,6.775,7.079
2021-02-27,2021,Feb,2020-2021,1,,2,7.079,6.978,6.990625,6.877,7.079
2021-02-28,2021,Feb,2020-2021,1,,2,6.978,7.07479166666667,7.04007291666667,6.978,7.079
2021-03-01,2021,Mar,2020-2021,1,,2,6.877,6.978,6.94748958333333,6.877,6.978
2021-03-02,2021,Mar,2020-2021,1,,2,6.877,6.978,6.95064583333333,6.877,6.978
2021-03-03,2021,Mar,2020-2021,1,,2,6.877,6.97379166666667,6.93170833333333,6.877,6.978
2021-03-04,2021,Mar,2020-2021,1,,2,6.877,6.978,6.94222916666667,6.877,6.978
2021-03-05,2021,Mar,2020-2021,1,,2,6.978,6.978,6.98957291666667,6.877,7.079
2021-03-06,2021,Mar,2020-2021,1,,2,7.079,7.079,7.05878125,6.978,7.179
2021-03-07,2021,Mar,2020-2021,1,,2,7.079,7.079,7.07877083333333,6.978,7.28
2021-03-08,2021,Mar,2020-2021,1,,2,6.978,7.0285,7.02955208333333,6.978,7.079
2021-03-09,2021,Mar,2020-2021,1,,2,7.079,7.03270833333333,7.03140625,6.877,7.179
2021-03-10,2021,Mar,2020-2021,1,,2,7.079,7.079,7.05354166666667,6.877,7.179
2021-03-11,2021,Mar,2020-2021,1,,2,7.079,7.079,7.04947916666667,6.877,7.179
2021-03-12,2021,Mar,2020-2021,1,,2,7.079,7.079,7.04741666666667,6.978,7.179
2021-03-13,2021,Mar,2020-2021,1,,2,7.079,7.14983333333333,7.129,7.079,7.179
2021-03-14,2021,Mar,2020-2021,1,,2,7.28,7.08733333333333,7.13111458333333,6.978,7.28
2021-03-15,2021,Mar,2020-2021,1,,2,7.28,7.23791666666667,7.24229166666667,7.079,7.481
2021-03-16,2021,Mar,2020-2021,1,,2,7.179,7.28,7.26001041666667,7.179,7.381
2021-03-17,2021,Mar,2020-2021,1,,2,7.179,7.179,7.17902083333334,7.079,7.28
2021-03-18,2021,Mar,2020-2021,1,,2,7.179,7.179,7.17691666666667,7.079,7.179
2021-03-19,2021,Mar,2020-2021,1,,2,7.28,7.28,7.26430208333333,7.079,7.481
2021-03-20,2021,Mar,2020-2021,1,,2,7.179,7.18320833333333,7.22428125,7.079,7.381
2021-03-21,2021,Mar,2020-2021,1,,2,7.179,7.179,7.18758333333333,7.079,7.28
2021-03-22,2021,Mar,2020-2021,1,,2,7.381,7.28420833333333,7.29879166666667,7.179,7.481
2021-03-23,2021,Mar,2020-2021,1,,2,7.28,7.28,7.30209375,7.28,7.381
2021-03-24,2021,Mar,2020-2021,1,,2,7.381,7.381,7.38396875,7.28,7.481
2021-03-25,2021,Mar,2020-2021,1,,2,7.381,7.381,7.39741666666667,7.179,7.582
2021-03-26,2021,Mar,2020-2021,1,,2,7.381,7.381,7.39966666666667,7.28,7.481
2021-03-27,2021,Mar,2020-2021,1,,2,7.381,7.381,7.39766666666667,7.381,7.481
2021-03-28,2021,Mar,2020-2021,1,,2,7.28,7.381,7.39448958333333,7.28,7.481
2021-03-29,2021,Mar,2020-2021,1,,2,7.381,7.381,7.36080208333333,7.179,7.481
2021-03-30,2021,Mar,2020-2021,1,,2,7.481,7.481,7.47404166666667,7.381,7.682
2021-03-31,2021,Mar,2020-2021,1,,2,7.381,7.481,7.465375,7.381,7.481
2021-04-01,2021,Apr,2020-2021,1,,2,7.381,7.481,7.44354166666667,7.381,7.582
2021-04-02,2021,Apr,2020-2021,1,,2,7.481,7.456,7.44885416666667,7.381,7.582
2021-04-03,2021,Apr,2020-2021,1,,2,7.481,7.481,7.43727083333333,7.381,7.582
2021-04-04,2021,Apr,2020-2021,1,,2,7.582,7.53570833333333,7.55336458333333,7.28,7.882
2021-04-05,2021,Apr,2020-2021,1,,2,7.582,7.582,7.59854166666666,7.481,7.882
2021-04-06,2021,Apr,2020-2021,1,,2,7.682,7.67783333333333,7.67266666666666,7.582,7.983
2021-04-07,2021,Apr,2020-2021,1,,2,7.682,7.682,7.6945,7.582,7.782
2021-04-08,2021,Apr,2020-2021,1,,2,7.582,7.582,7.60795833333333,7.481,7.682
2021-04-09,2021,Apr,2020-2021,1,,2,7.381,7.481,7.44557291666667,7.28,7.582
2021-04-10,2021,Apr,2020-2021,1,,2,7.582,7.481,7.51059375,7.381,7.782
2021-04-11,2021,Apr,2020-2021,1,,2,7.582,7.582,7.569125,7.481,7.682
2021-04-12,2021,Apr,2020-2021,1,,2,7.582,7.632,7.6149375,7.481,7.882
2021-04-13,2021,Apr,2020-2021,1,,2,7.882,7.69033333333333,7.7226875,7.481,7.983
2021-04-14,2021,Apr,2020-2021,1,,2,8.182,7.882,7.89777083333333,7.682,8.282
2021-04-15,2021,Apr,2020-2021,1,,2,8.082,7.99125,7.99791666666667,7.782,8.182
2021-04-16,2021,Apr,2020-2021,1,,2,8.282,8.082,8.06539583333333,7.682,8.382
2021-04-17,2021,Apr,2020-2021,1,,2,8.779,8.26533333333333,8.25786458333333,7.882,8.779
2021-04-18,2021,Apr,2020-2021,1,,2,9.077,8.57683333333333,8.53564583333333,7.983,9.275
2021-04-19,2021,Apr,2020-2021,1,,2,9.275,9.20075,9.28504166666667,8.182,10.553
2021-04-20,2021,Apr,2020-2021,1,,2,8.68,9.476125,9.61432291666667,8.68,10.748
2021-04-21,2021,Apr,2020-2021,1,,2,7.782,8.65104166666667,8.52647916666667,7.782,9.768
2021-04-22,2021,Apr,2020-2021,1,,2,7.983,8.0325,8.16717708333334,7.782,8.978
2021-04-23,2021,Apr,2020-2021,1,,2,7.983,7.97041666666667,7.99460416666667,7.682,8.481
2021-04-24,2021,Apr,2020-2021,1,,2,8.581,8.48929166666667,8.5883125,7.983,9.275
2021-04-25,2021,Apr,2020-2021,1,,2,8.68,8.37783333333333,8.41144791666667,7.983,9.077
2021-04-26,2021,Apr,2020-2021,1,,2,9.669,8.71304166666667,8.91005208333333,8.082,10.063
2021-04-27,2021,Apr,2020-2021,1,,2,9.275,8.95320833333333,9.00858333333333,8.68,9.669
2021-04-28,2021,Apr,2020-2021,1,,2,8.978,8.978,8.96248958333333,8.779,9.275
2021-04-29,2021,Apr,2020-2021,1,,2,8.978,8.88725,8.91816666666667,8.779,8.978
2021-04-30,2021,Apr,2020-2021,1,,2,8.779,8.879,8.85384375,8.779,8.978
2021-05-01,2021,May,2020-2021,1,,2,8.68,8.779,8.74917708333333,8.581,8.879
2021-05-02,2021,May,2020-2021,1,,2,8.68,8.68,8.71929166666667,8.481,8.879
2021-05-03,2021,May,2020-2021,1,,2,8.779,8.87483333333333,8.88367708333333,8.68,9.176
2021-05-04,2021,May,2020-2021,1,,2,8.978,9.077,9.09730208333333,8.779,9.669
2021-05-05,2021,May,2020-2021,1,,2,8.779,9.072875,9.04794791666667,8.68,9.373
2021-05-06,2021,May,2020-2021,1,,2,8.978,8.978,9.06438541666667,8.779,9.472
2021-05-07,2021,May,2020-2021,1,,2,8.978,9.176,9.20864583333333,8.779,9.571
2021-05-08,2021,May,2020-2021,1,,2,9.077,9.072875,9.07596875,8.879,9.275
2021-05-09,2021,May,2020-2021,1,,2,9.077,9.1595,9.19422916666666,8.879,9.669
2021-05-10,2021,May,2020-2021,1,,2,8.978,8.973875,8.96846875,8.68,9.373
2021-05-11,2021,May,2020-2021,1,,2,9.275,8.940875,9.01188541666666,8.779,9.373
2021-05-12,2021,May,2020-2021,1,,2,9.866,9.39395833333333,9.43659375,8.779,10.161
2021-05-13,2021,May,2020-2021,1,,2,9.077,9.03983333333333,9.10742708333333,8.581,10.063
2021-05-14,2021,May,2020-2021,1,,2,8.879,8.85408333333333,8.90316666666667,8.581,9.571
2021-05-15,2021,May,2020-2021,1,,2,8.779,8.774875,8.7968125,8.481,9.275
2021-05-16,2021,May,2020-2021,1,,2,9.373,8.879,8.85589583333333,8.481,9.373
2021-05-17,2021,May,2020-2021,1,,2,9.571,9.377375,9.42022916666667,8.68,10.161
2021-05-18,2021,May,2020-2021,1,,2,9.472,9.373,9.21515625,8.382,9.768
2021-05-19,2021,May,2020-2021,1,,2,8.879,9.669,9.49580208333333,8.481,10.259
2021-05-20,2021,May,2020-2021,1,,2,8.779,9.270875,9.24404166666667,8.581,10.259
2021-05-21,2021,May,2020-2021,1,,2,8.481,8.87066666666666,9.02358333333333,8.481,9.866
2021-05-22,2021,May,2020-2021,1,,2,8.68,8.879,9.14911458333333,8.481,10.846
2021-05-23,2021,May,2020-2021,1,,2,8.978,9.15945833333333,9.05654166666667,8.481,9.768
2021-05-24,2021,May,2020-2021,1,,2,8.978,8.978,9.11110416666667,8.481,9.866
2021-05-25,2021,May,2020-2021,1,,2,9.275,8.94083333333333,8.94965625,8.481,9.571
2021-05-26,2021,May,2020-2021,1,,2,9.965,9.031625,9.14135416666667,8.481,9.965
2021-05-27,2021,May,2020-2021,1,,2,9.866,9.768,9.73394791666666,9.373,9.965
2021-05-28,2021,May,2020-2021,1,,2,9.571,9.56275,9.55726041666666,9.176,9.965
2021-05-29,2021,May,2020-2021,1,,2,9.768,9.472,9.41638541666667,8.978,9.768
2021-05-30,2021,May,2020-2021,1,,2,10.063,9.525625,9.52842708333333,9.077,10.063
2021-05-31,2021,May,2020-2021,1,,2,10.161,10.1528333333333,10.1209375,9.669,10.553
2021-06-01,2021,Jun,2020-2021,1,,2,9.965,10.2018333333333,10.080875,9.472,10.651
2021-06-02,2021,Jun,2020-2021,1,,2,10.553,10.553,10.5765208333333,9.768,11.722
